Table S43. Sample information and classifications,,,,,,,,,,
Sample ID,Tip Name,AOS + Howard&Moore Name,AOS + Clements Name,IUCN Name,Howard&Moore Family,Tissue Source,Tissue Number,Voucher Source,Voucher Number,Locality
2187,Lophot_galtus_L48336,Lophotriccus galeatus,Lophotriccus galeatus,Lophotriccus galeatus,Pipromorphidae,LSUMZ-B,48336,LSUMZ,175453,"GUYANA: Kopinang River, 7 km SW Kopinang"
2189,Atalot_pilris_L28419,Atalotriccus pilaris,Atalotriccus pilaris,Atalotriccus pilaris,Pipromorphidae,LSUMZ-B,28419,LSUMZ,164202,PANAMA: Panama;0.5 km SSW Río Farfán
2191,Hemit_minor_L18415,Hemitriccus minor,Hemitriccus minor,Hemitriccus minor,Pipromorphidae,LSUMZ-B,18415,LSUMZ,153455,"BOLIVIA: Santa Cruz ;Velasco, Parque Nacional Noel Kempff Mercado, 86 km ESE Florida"
2193,Hemit_cohnh_L78929,Hemitriccus cohnhafti,Hemitriccus cohnhafti,Hemitriccus cohnhafti,Pipromorphidae,LSUMZ-B,78929,LSUMZ,189117,"PERU: Madre de Dios; Portillo; ca 7 km S Iberia; 11 27 S, 69 31 W; 300 m"
2195,Hemit_spoops_L58390,Hemitriccus spodiops,Hemitriccus spodiops,Hemitriccus spodiops,Pipromorphidae,LSUMZ-B,58390,LSUMZ,179669,"PERU: Puno ;Below Putina, ca. 25 km NE San Juan de Oro"
2197,Hemit_flamtus_L44623,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,Pipromorphidae,LSUMZ-B,44623,LSUMZ,174087,PERU: San Martín ;Ca. 26 km SSE Tarapoto
2199,Hemit_diop_KU266,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,Pipromorphidae,KU,266,KU,88453,PARAGUAY: Caazapá; San Rafael National Park
2200,Hemit_diop_SP90982,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,Pipromorphidae,MZUSP,90982,MZUSP,90982,"BRAZIL: Bahia. RPPN Serra Bonita, Trilha da Bapeba,Camacan"
2202,Hemit_obstus_MZU93544,Hemitriccus obsoletus,Hemitriccus obsoletus,Hemitriccus obsoletus,Pipromorphidae,MZUSP,93544,MZUSP,93544,"BRAZIL: São Paulo, E.E. Bananal, Bananal"
2204,Hemit_jose_SB10527,Hemitriccus josephinae,Hemitriccus josephinae,Hemitriccus josephinae,Pipromorphidae,USNM,10527,USNM,625252,GUYANA: North Side Acari Mountains
2206,Hemit_zost_L40656,Hemitriccus zosterops,Hemitriccus zosterops,Hemitriccus zosterops,Pipromorphidae,LSUMZ-B,40656,LSUMZ,170957,PERU: Loreto ;Ca. 85 km SE Juanjui
2208,Hemit_zost_LSUMZ25568,Hemitriccus zosterops,Hemitriccus zosterops,Hemitriccus zosterops,Pipromorphidae,LSUMZ-B,25568,LSUMZ,184659,"BRAZIL: Amapá; Sonho Meu, ca 8 km by road W Porto Grande 00 degrees, 42' N, 51 degrees 28' W"
2210,Hemit_gritus_L11148,Hemitriccus griseipectus,Hemitriccus griseipectus,Hemitriccus griseipectus,Pipromorphidae,LSUMZ-B,11148,LSUMZ,156655,"PERU: Ucayali ;SE. slope Cerro Tahuayo, ca. 65 km ENE Pucallpa"
2212,Hemit_orblus_MPEGSC21,Hemitriccus orbitatus,Hemitriccus orbitatus,Hemitriccus orbitatus,Pipromorphidae,MPEG,SC-21,MPEG,72006,"BRAZIL: Santa Catarina; Blumenau, Vila Itoupava, Sítio Paraíso (26o39'59""S;49o05'41""W)"
2214,Hemit_iohan_L7377,Hemitriccus iohannis,Hemitriccus iohannis,Hemitriccus iohannis,Pipromorphidae,LSUMZ-B,7377,LSUMZ,120186,"PERU: Loreto ;Isla Aysana, S. side Río Amazonas, ca. 75 km NE Iquitos"
2216,Hemit_strcol_L15220,Hemitriccus striaticollis,Hemitriccus striaticollis,Hemitriccus striaticollis,Pipromorphidae,LSUMZ-B,15220,LSUMZ,151064,"BOLIVIA: Santa Cruz ;Prov. Velasco, 10 km SSW Piso Firme"
2218,Hemit_nidip_F395437,Hemitriccus nidipendulus,Hemitriccus nidipendulus,Hemitriccus nidipendulus,Pipromorphidae,FMNH,395437,MZUSP,70600,"BRAZIL: São Paulo; Boraceia Biological Station, Salesopolis."
2220,Hemit_marven_L38325,Hemitriccus margaritaceiventer,Hemitriccus margaritaceiventer,Hemitriccus margaritaceiventer,Pipromorphidae,LSUMZ-B,38325,LSUMZ,169019,"BOLIVIA: Santa Cruz ;La Pajcha, 28 km S Samaipata"
2222,Hemit_inotus_L3847,Hemitriccus inornatus,Hemitriccus inornatus,Hemitriccus inornatus,Pipromorphidae,LSUMZ-B,3847,LSUMZ,165743,"BRAZIL: Amazonas;Munic. Manaus; Km 46 [Road]BR-174, Reserva de Campina - INPA, ca. 60 km N. Manaus"
2223,Hemit_inotus_YPM101772,Hemitriccus inornatus,Hemitriccus inornatus,Hemitriccus inornatus,Pipromorphidae,YPM-ORN,101772,YPM-ORN,101772,"SURINAME: Kappel Airstrip, forest around airstrip"
2224,Hemit_minim_L15339,Hemitriccus minimus,Hemitriccus minimus,Hemitriccus minimus,Pipromorphidae,LSUMZ-B,15339,LSUMZ,151072,"BOLIVIA: Santa Cruz ;Prov. Velasco, pre-Parque Nacional Noel Kempff Mercado, 30 km E Aserradero Moira"
2226,Hemit_graden_L32603,Hemitriccus granadensis,Hemitriccus granadensis,Hemitriccus granadensis,Pipromorphidae,LSUMZ-B,32603,LSUMZ,170470,"PERU: Cajamarca ;Quebrada Las Palmas, ca. 13 km WSW Chontalí"
2230,Hemit_cinpec_L43574,Hemitriccus cinnamomeipectus,Hemitriccus cinnamomeipectus,Hemitriccus cinnamomeipectus,Pipromorphidae,LSUMZ-B,43574,LSUMZ,174083,PERU: San Martín ;Ca. 24 km ENE Florida
2232,Hemit_miran_MZUSP41848,Hemitriccus mirandae,Hemitriccus mirandae,Hemitriccus mirandae,Pipromorphidae,MZUSP,41848 (toepad),MZUSP,41848,"BRAZIL: Ceará, Serra Baturité-Pacoty"
2233,Hemit_miran_MZUSP41847,Hemitriccus mirandae,Hemitriccus mirandae,Hemitriccus mirandae,Pipromorphidae,MZUSP,41847 (toepad),MZUSP,41847,"BRAZIL: Ceará, Serra Baturité-Pacoty"
2234,Hemit_kaemp_MZU82516,Hemitriccus kaempferi,Hemitriccus kaempferi,Hemitriccus kaempferi,Pipromorphidae,MZUSP,82516,MZUSP,82516,"BRAZIL: Santa Catarina, Mun Antonio Carlos"
2236,Hemit_rufris_L40213,Hemitriccus rufigularis,Hemitriccus rufigularis,Hemitriccus rufigularis,Pipromorphidae,LSUMZ-B,40213,LSUMZ,170960,PERU: Loreto ;Ca. 86 km SE Juanjui on E. bank upper Río Pauya
2238,Hemit_furc_SP82515,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,Pipromorphidae,MZUSP,82515,MZUSP,82515,"BRAZIL: Rio de Janeiro, Penedo"
2240,Poeci_rufcep_H36,Poecilotriccus ruficeps,Poecilotriccus ruficeps,Poecilotriccus ruficeps,Pipromorphidae,IAvH-CT,36,IAvH,10646,"COLOMBIA: Norte de Santander, PNN Tamá, Sector Orocué"
2242,Poeci_lulua_L44685,Poecilotriccus luluae,Poecilotriccus luluae,Poecilotriccus luluae,Pipromorphidae,LSUMZ-B,44685,LSUMZ,174092,PERU: Amazonas ;Ca. 20 km NE Florida
2244,Poeci_albfac_L76316,Poecilotriccus albifacies,Poecilotriccus albifacies,Poecilotriccus albifacies,Pipromorphidae,LSUMZ-B,76316,CORBIDI,GFS604,"PERU: Ucayali; Quebrada Shicotsa, 20.5 km SW mouth of Rio Cohengua"
2246,Poeci_caplis_L7018,Poecilotriccus capitalis,Poecilotriccus capitalis,Poecilotriccus capitalis,Pipromorphidae,LSUMZ-B,7018,LSUMZ,120184,"PERU: Loreto ;Quebrada Orán, ca. 5 km N Río Amazonas, 85 km NE Iquitos "
2248,Poeci_senex_L86191,Poecilotriccus senex,Poecilotriccus senex,Poecilotriccus senex,Pipromorphidae,LSUMZ-B,86191,LSUMZ,195162,BRAZIL: Amazonas; Left bank of Rio Sucunduri ~5.8 km below BR-230 (Ponto 2)
2250,Poeci_russa_K3996,Poecilotriccus russatus,Poecilotriccus russatus,Poecilotriccus russatus,Pipromorphidae,KU,3996,KU,93481,GUYANA: Cuyuni-Mazaruni; N slope Mount Roraima
2252,Poeci_plucep_L25929,Poecilotriccus plumbeiceps,Poecilotriccus plumbeiceps,Poecilotriccus plumbeiceps,Pipromorphidae,LSUMZ-B,25929,KU,87933,"PARAGUAY: Caazapá; San Carlos, 7.5 km E, Cordillera de Caaguazu"
2254,Poeci_fumfron_MPEGGUR125,Poecilotriccus fumifrons,Poecilotriccus fumifrons,Poecilotriccus fumifrons,Pipromorphidae,MPEG,68317,MPEG,68317,"BRAZIL: Maranhão; São Roberto, Povoado Canaã (5o00'29,6""S;45o08'31,8""W)"
2256,Poeci_lati_MPEGAMA61,Poecilotriccus latirostris,Poecilotriccus latirostris,Poecilotriccus latirostris,Pipromorphidae,MPEG,AMA-61,MPEG,72564,"BRAZIL: Amazonas; Tabatinga, Assentamento do INCRA (04o11'54,8""S;69o53'47,4""W)"
2258,Poeci_sylvia_L48537,Poecilotriccus sylvia,Poecilotriccus sylvia,Poecilotriccus sylvia,Pipromorphidae,LSUMZ-B,48537,LSUMZ,175455,"GUYANA: Ireng River, 17 km SSW Karasabai"
2260,Poeci_calter_L3214,Poecilotriccus calopterus,Poecilotriccus calopterus,Poecilotriccus calopterus,Pipromorphidae,LSUMZ-B,3214,LSUMZ,110719,"PERU: Loreto ;1.5 Km S Libertad, S. bank Rio Napo, 80 Km N Iquitos"
2262,Poeci_pullus_FMNH311517,Poecilotriccus pulchellus,Poecilotriccus pulchellus,Poecilotriccus pulchellus,Pipromorphidae,FMNH,311517 (toepad),FMNH,311517,"PERU: Cusco, Consuelo, km 165, 17 road km above (W) Pilcopata"
2264,Taenio_andrei_GMPDS426,Taeniotriccus andrei,Taeniotriccus andrei,Taeniotriccus andrei,Pipromorphidae,MPEG,MPDS-426,MPEG,56881,"BRAZIL: Roraima; RR, Mun. Alto Alegre - Faz. Kannedy (02º40'N-61º12'W) margem direita do Rio Mucajái"
2266,Todiro_mactum_SB6939,Todirostrum maculatum,Todirostrum maculatum,Todirostrum maculatum,Pipromorphidae,USNM,6939,USNM,572613,"BRAZIL: Pará;Altamira, 52 km SSW, E Bank Rio Xingu"
2268,Todiro_pollum_MPEGSC118,Todirostrum poliocephalum,Todirostrum poliocephalum,Todirostrum poliocephalum,Pipromorphidae,MPEG,SC 118,MPEG,71945,"BRAZIL: Santa Catarina; Blumenau, Vila Itoupava, Sítio Paraíso (26o39'59""S;49o05'41""W)"
2270,Todiro_cineum_L48285,Todirostrum cinereum,Todirostrum cinereum,Todirostrum cinereum,Pipromorphidae,LSUMZ-B,48285,LSUMZ,175457,"GUYANA: West Demerara District; Polder, ca. 4 km W Demerara River on Canal #2 Road"
2282,Todiro_nigcep_L28763,Todirostrum nigriceps,Todirostrum nigriceps,Todirostrum nigriceps,Pipromorphidae,LSUMZ-B,28763,LSUMZ,164190,PANAMA: Colón;Achiote Road at Río Providencia
2284,Todiro_pictum_SB14508,Todirostrum pictum,Todirostrum pictum,Todirostrum pictum,Pipromorphidae,USNM,14508,USNM,627062,"GUYANA: Courantyne River, Orealla Reservation; 8 km S Siparuta, Piruru"
2286,Todiro_chrcro_L5004,Todirostrum chrysocrotaphum,Todirostrum chrysocrotaphum,Todirostrum chrysocrotaphum,Pipromorphidae,LSUMZ-B,5004,LSUMZ,115978,"PERU: Loreto ;S Río Amazonas, 10 km SSW mouth Río Napo on E bank Quebrada Vainilla"
2288,Cnipod_subeus_L2540,Cnipodectes subbrunneus,Cnipodectes subbrunneus,Cnipodectes subbrunneus,Pipromorphidae,LSUMZ-B,2540,LSUMZ,110702,"PERU: Loreto; 1 km N Rio Napo, 157 km by river NNE Iquitos,110 m"
2290,Cnipod_supfus_L78843,Cnipodectes superrufus,Cnipodectes superrufus,Cnipodectes superrufus,Pipromorphidae,LSUMZ-B,78843,LSUMZ,189121,"PERU: Madre de Dios; Oceania; ca 5.5 km W Iberia; 11 24 S, 69 32 W; 300 m"
2292,Rhynch_olieus_GCPE76,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Pipromorphidae,MPEG,CPE-076,MPEG,70482,"BRAZIL: Pernambuco; Barreiros, Engenho Cachoeira Linda"
2294,Rhynch_breviro_L28211,Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,Pipromorphidae,LSUMZ-B,28211,LSUMZ,163652,"PANAMA: Chiriquí;Dist. Gualaca; Cordillera Central, 4.3 km by road S Lago Fortuna dam"
2296,Rhynch_paccus_ANS17359,Rhynchocyclus pacificus,Rhynchocyclus pacificus,Rhynchocyclus pacificus,Pipromorphidae,ANSP,17359,ANSP,182664,"ECUADOR: Esmeraldas, 20 road km NNW Alto Tambo"
2298,Rhynch_fultus_L43821,Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Pipromorphidae,LSUMZ-B,43821,LSUMZ,174103,PERU: San Martín ;Ca. 24 km ENE Florida
2300,Tolmom_sulcen_K3680,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Pipromorphidae,KU,3680,KU,93031,"PARAGUAY: Itapúa; San Rafael National Park, San Pedro Mi"
2302,Tolmom_sulcen_LSU60833,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Pipromorphidae,LSUMZ-B,60833,LSUMZ,180768,"HONDURAS: Atlántida, Lancetilla Botanical Garden"
2304,Tolmom_sulcen_LSUMZ7360,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Pipromorphidae,LSUMZ-B,7360,LSUMZ,120174,"PERU: Loreto ;Mayococha, S. side Río Amazonas, ca. 75 km NE Iquitos"
2306,Tolmom_sulcen_LSUMZ66549,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Pipromorphidae,LSUMZ-B,66549,LSUMZ,183239,"PERU: Tumbes; Campo verde , 3Degrees 50' 44.4""S, 80Degrees 10' 35.1""W"
2308,Tolmom_sulcen_LSUMZ58340,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Pipromorphidae,LSUMZ-B,58340,CORBIDI,KF41,"PERU: Puno; Ca 25 km NE Sn Juan del Oro, 14 degrees 06' S, 69 degrees 01' W"
2314,Tolmom_trayl_L42746,Tolmomyias traylori,Tolmomyias traylori,Tolmomyias traylori,Pipromorphidae,LSUMZ-B,42746,LSUMZ,173029,PERU: Loreto ;Ca. 54 km NNW mouth Río Morona on west bank
2316,Tolmom_assim_MPEGMAR146,Tolmomyias assimilis,Tolmomyias assimilis,Tolmomyias assimilis,Pipromorphidae,MPEG,MAR-146,MPEG,57724,"BRAZIL: Amazonas; Manicoré, Rodovia do Estanho, km 137 (08o41'44,4""S, 61o24'16,6""W)"
2318,Tolmom_assim_L81312,Tolmomyias assimilis,Tolmomyias assimilis,Tolmomyias assimilis,Pipromorphidae,LSUMZ-B,81312,LSUMZ,194093,"BRAZIL, Amazonas, Right Bank Rio Canumã, 04°02'22""S, 59°02'48''W"
2320,Tolmom_assim_L46556,Tolmomyias assimilis,Tolmomyias assimilis,Tolmomyias flavotectus,Pipromorphidae,LSUMZ-B,46556,LSUMZ,178042,"PANAMA: Darién;Rancho Frio, ca. 10 km S El Real"
2325,Tolmom_pollus_L42652,Tolmomyias poliocephalus,Tolmomyias poliocephalus,Tolmomyias poliocephalus,Pipromorphidae,LSUMZ-B,42652,LSUMZ,173031,PERU: Loreto ;Ca. 3 km SE Jeberos
2329,Tolmom_flaviven_MPEGGDL8,Tolmomyias flaviventris,Tolmomyias flaviventris,Tolmomyias flaviventris,Pipromorphidae,MPEG,GDL-8,MPEG,71432,"BRAZIL: Piaui; Guadalupe, Fazenda São Pedro (06o55'56,4""S;43o37'06,4""W)"
2331,Tolmom_flaviven_L9698,Tolmomyias flaviventris,Tolmomyias flaviventris,Tolmomyias viridiceps,Pipromorphidae,LSUMZ-B,9698,LSUMZ,133515,"BOLIVIA: Pando ;Prov. Nicolás Suarez; ca 12 km by road S Cobija, ca 8 km W on road to Mucden"
2333,Platyr_sattus_L55356,Platyrinchus saturatus,Platyrinchus saturatus,Platyrinchus saturatus,Platyrinchidae,LSUMZ-B,55356,LSUMZ,178492,"SURINAME: Sipaliwini District;Bakhuis Gebergte, ca. 84 km SSE Apura"
2335,Platyr_cancro_SB1165,Platyrinchus cancrominus,Platyrinchus cancrominus,Platyrinchus cancrominus,Platyrinchidae,USNM,1165,USNM,607842,"PANAMA: Bocas del Toro;Cayo Agua, Near Punta Limon"
2337,Platyr_mysceu_K57,Platyrinchus mystaceus,Platyrinchus mystaceus,Platyrinchus mystaceus,Platyrinchidae,KU,57,KU,88373,PARAGUAY: Concepción; San Luis National Park
2339,Platyr_mysceu_L28375,Platyrinchus mystaceus,Platyrinchus mystaceus,Platyrinchus albogularis,Platyrinchidae,LSUMZ-B,28375,LSUMZ,164199,PANAMA: Panamá;Dist. Panamá; NW slope Cerro Jefe
2341,Platyr_cortus_L11136,Platyrinchus coronatus,Platyrinchus coronatus,Platyrinchus coronatus,Platyrinchidae,LSUMZ-B,11136,LSUMZ,156664,"PERU: Ucayali ;SE. slope Cerro Tahuayo, ca. 65 km ENE Pucallpa"
2343,Platyr_flavgul_L33080,Platyrinchus flavigularis,Platyrinchus flavigularis,Platyrinchus flavigularis,Platyrinchidae,LSUMZ-B,33080,LSUMZ,170474,PERU: Cajamarca ;Ca. 3 km NNE San José de Lourdes
2345,Platyr_plarhy_SB10936,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchidae,USNM,10936,USNM,625250,"GUYANA: North Side Acari Mountains, 250 m [coordinates 01 23’ N, 58 56’ W]"
2347,Platyr_leuphu_K228,Platyrinchus leucoryphus,Platyrinchus leucoryphus,Platyrinchus leucoryphus,Platyrinchidae,KU,228,KU,88454,PARAGUAY: Caazapá; San Rafael National Park
2349,Onych_cortus_SB14669,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchidae,USNM,14669,USNM,627596,"GUYANA: Barima River, East Bank, Washikura River"
2351,Onych_cortus_L16286,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus mexicanus,Onychorhynchidae,LSUMZ-B,16286,LSUMZ,138727,COSTA RICA: Limón;11 km by road W Guapiles
2353,Onych_cortus_LSU66222,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus occidentalis,Onychorhynchidae,LSUMZ-B,66222,LSUMZ,183248,"PERU: Tumbes ; El Caucho Biological Station (3 49 25 S, 80 15 37 W, 400 m)"
2355,Onych_cortus_SP78355,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus swainsoni,Onychorhynchidae,MZUSP,78355,MZUSP,78355,"BRAZIL: São Paulo, E.E. Bananal, Bananal"
2357,Myiopho_flavns_L33885,Myiophobus flavicans,Myiophobus flavicans,Myiophobus flavicans,Tyrannidae,LSUMZ-B,33885,LSUMZ,172254,"PERU: Cajamarca ;Cordillera del Condor, Picorana"
2359,Myiopho_flavns_LSU1776,Myiophobus flavicans,Myiophobus flavicans,Myiophobus flavicans,Tyrannidae,LSUMZ-B,1776,LSUMZ,106260,"PERU: Pasco; Santa Cruz, ca 9 km SSE Oxapampa, 2050m"
2361,Myiopho_photra_L5601,Myiophobus phoenicomitra,Myiophobus phoenicomitra,Myiophobus phoenicomitra,Tyrannidae,LSUMZ-B,5601,LSUMZ,117214,PERU: San Martín ;Ca 15 km by trail NE Jirillo on trail to Balsapuerto
2365,Myiopho_rormae_A12334,Myiophobus roraimae,Myiophobus roraimae,Myiophobus roraimae,Tyrannidae,AMNH-DOT,12334,AMNH,816778,VENEZUELA: Amazonas; Rio Mawarinumo
2367,Myiopho_cryxan_LSU5964,Myiophobus cryptoxanthus,Myiophobus cryptoxanthus,Myiophobus cryptoxanthus,Tyrannidae,LSUMZ-B,5964,ANSP,179960,"ECUADOR: Morona-Santiago; Oeste de Cordillera Cutucu, Logroño, Yaupi"
2369,Myiopho_fastus_GCN1412,Myiophobus fasciatus,Myiophobus fasciatus,Myiophobus fasciatus,Tyrannidae,MPEG,CN-1412,MPEG,66710,"BRAZIL: Pará; Óbidos, ESEC Grão-Pará (00o37'50""N;55o43'40""W)"
2377,Myiobiu_vilsus_L11913,Myiobius villosus,Myiobius villosus,Myiobius villosus,Onychorhynchidae,LSUMZ-B,11913,ANSP,180390,"ECUADOR: Esmeraldas; El Placer, ca. 670m;"
2379,Myiobiu_barba_L48504,Myiobius barbatus,Myiobius barbatus,Myiobius barbatus,Onychorhynchidae,LSUMZ-B,48504,LSUMZ,175465,"GUYANA: S. slope Kopinang Mountain, ca. 9 km W Kopinang"
2381,Myiobiu_sulius_L46599,Myiobius sulphureipygius,Myiobius sulphureipygius,Myiobius sulphureipygius,Onychorhynchidae,LSUMZ-B,46599,LSUMZ,178037,"PANAMA: Darién;Rancho Frio, ca. 10 km S El Real"
2383,Myiobiu_atrcau_L52928,Myiobius atricaudus,Myiobius atricaudus,Myiobius atricaudus,Onychorhynchidae,LSUMZ-B,52928,LSUMZ,177741,PANAMA: Darién;[Dist. Pina;] several km N Puerto Pina along Río Pina
2385,Tereno_eryrus_W105709,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Onychorhynchidae,UWBM,GAV-2143,UWBM,105709,"HONDURAS: Atlántida, La Ceiba, 9.7 km SW; Rio Quebrada; Curla  [15.43'N/86.52'W]"
2386,Tereno_eryrus_SB09133,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Onychorhynchidae,USNM,B09133,USNM,586431,"GUYANA: North West; Baramita, 125m"
2387,Neopip_cinmom_L42825,Neopipo cinnamomea,Neopipo cinnamomea,Neopipo cinnamomea,Platyrinchidae,LSUMZ-B,42825,LSUMZ,177299,"PERU: Loreto : ca. 54 km NNW Rio Morona, on west bank"
2389,Pyrrho_cinmeus_L8072,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,LSUMZ-B,8072,LSUMZ,128766,"PERU: Pasco ;Playa Pampa, ca 8 km NW Cushi on trail to Chaglla"
2391,Pyrrho_cinmeus_FMNH262783,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,FMNH,262783 (toepad),FMNH,262783,"VENEZUELA: Sucre: Macuro, Cerro Azul"
2395,Hirund_fernea_Y101003,Hirundinea ferruginea,Hirundinea ferruginea,Hirundinea bellicosa,Tyrannidae,YPM-ORN,101003,YPM-ORN,101003,URUGUAY: Cerro Largo. Rio Yaguaron. shot. Elev. 240 m
2396,Hirund_fernea_SB10509,Hirundinea ferruginea,Hirundinea ferruginea,Hirundinea ferruginea,Tyrannidae,USNM,10509,USNM,625247,GUYANA: North Side Acari Mountains
2397,Nephel_pulher_H2495,Nephelomyias pulcher,Nephelomyias pulcher,Nephelomyias pulcher,Tyrannidae,IAvH-CT,2495,IAvH,12528,"COLOMBIA: Valle; La Cumbre, Chicoral, Bitaco, Cuenca alta del río Bitaco"
2399,Nephel_linton_L33971,Nephelomyias lintoni,Nephelomyias lintoni,Nephelomyias lintoni,Tyrannidae,LSUMZ-B,33971,LSUMZ,172475,"PERU: Cajamarca ;Cordillera del Condor, Picorana"
2401,Nephel_ochven_L8296,Nephelomyias ochraceiventris,Nephelomyias ochraceiventris,Nephelomyias ochraceiventris,Tyrannidae,LSUMZ-B,8296,LSUMZ,128783,"PERU: depto Pasco; Millpo E Tambo de Vacas on Pozuzo- Chagulla trail, 3450km"
2403,Lathro_euler_SB20811,Lathrotriccus euleri,Lathrotriccus euleri,Lathrotriccus euleri,Tyrannidae,USNM,20811,USNM,636042,"URUGUAY: Rocha; Cebollati, ca 14.5 NE at Laguna Merin"
2405,Lathro_euler_SB5766,Lathrotriccus euleri,Lathrotriccus euleri,Lathrotriccus euleri,Tyrannidae,USNM,5766,USNM,609483,"ARGENTINA: Tucumán;San Miguel De Tucumán, 20 km N, Embalse El Cadillal, SE Corner, Rio Del Loro"
2407,Lathro_euler_L22678,Lathrotriccus euleri,Lathrotriccus euleri,Lathrotriccus euleri,Tyrannidae,LSUMZ-B,22678,LSUMZ,162778,"BOLIVIA: La Paz ;Prov. B. Saavedra; 83 km by road E Charazani, Cerro Asunta Pata"
2409,Lathro_gritus_L66161,Lathrotriccus griseipectus,Lathrotriccus griseipectus,Lathrotriccus griseipectus,Tyrannidae,LSUMZ-B,66161,CORBIDI,TV1039,"PERU: Tumbes, El caucho biological station"
2412,Aphano_caplis_W69952,Aphanotriccus capitalis,Aphanotriccus capitalis,Aphanotriccus capitalis,Tyrannidae,UWBM,DAB-1017,UWBM,69952,"NICARAGUA: La Luz, near Wani, on Rio Uli about 1 km from Rio Wani"
2415,Xenotr_calzon_W99654,Xenotriccus callizonus,Xenotriccus callizonus,Xenotriccus callizonus,Tyrannidae,UWBM,BRB-1000,UWBM,99654,"MEXICO: Chiapas. Teopisca, 4 km SW [16.55135 / -92.47793]"
2417,Xenotr_mexic_LSUMZ24529,Xenotriccus mexicanus,Xenotriccus mexicanus,Xenotriccus mexicanus,Tyrannidae,LSUMZ,24529 (toepad),LSUMZ,24529,"MEXICO: Oaxaca, 6 mi. E El Tule"
2419,Cnemot_fustus_SP93246,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,MZUSP,93246,MZUSP,93246,"BRAZIL: São Paulo, Salesópolis, Estação Biológica de Boracéia"
2420,Cnemot_fustus_L58445,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,LSUMZ-B,58445,CORBIDI,AMC861,"PERU: Puno, Above San Juan de Oro"
2421,Cnemot_fustus_L75460,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,LSUMZ-B,75460,LSUMZ,189156,"PERU: Ucayali; Cohengua stunted forest, 37.6 km. ESE mouth of Rio Cohengua, -10.410, -73.680"
2422,Cnemot_fustus_L12894,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,LSUMZ-B,12894,LSUMZ,137544,"BOLIVIA: Santa Cruz; Velasco; W Bank Rio Paucerna, 4 km upstream from Rio Itenez"
2423,Cnemot_fustus_L74790,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,LSUMZ-B,74790,LSUMZ,189158,"PERU: Ucayali; river island in Rio Tambo, 2.6 km. N Atalaya, -10.710, -73.760"
2425,Cnemot_fustus_H12966,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,IAvH-CT,12966,IAvH,15106,"COLOMBIA: Sucre, Colosó, Estación Primatologica"
2426,Cnemot_fustus_YPM137446,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,YPM-ORN,137446 (toepad),YPM-ORN,137446,SURINAME: Paramaribo; 8 km N
2427,Empinax_flaviven_L46790,Empidonax flaviventris,Empidonax flaviventris,Empidonax flaviventris,Tyrannidae,LSUMZ-B,46790,LSUMZ,175760,"USA: Texas;Hidalgo Co., Edinburg"
