Table S43. Sample information and classifications,,,,,,,,,,
Sample ID,Tip Name,AOS + Howard&Moore Name,AOS + Clements Name,IUCN Name,Howard&Moore Family,Tissue Source,Tissue Number,Voucher Source,Voucher Number,Locality
2433,Empinax_alnor_A17507,Empidonax alnorum,Empidonax alnorum,Empidonax alnorum,Tyrannidae,AMNH-DOT,17507,AMNH,837748,"USA: New York; St. Lawrence Co., Gale, Massawepie Mire"
2435,Empinax_alblar_L60923,Empidonax albigularis,Empidonax albigularis,Empidonax albigularis,Tyrannidae,LSUMZ-B,60923,LSUMZ,180774,"HONDURAS: Cortés ;2 km NW Los Pinos, Yure Reservoir"
2437,Empinax_minim_A17530,Empidonax minimus,Empidonax minimus,Empidonax minimus,Tyrannidae,AMNH-DOT,17530,AMNH,SKEL 30061,"USA: New York; Franklin Co., Santa Clara"
2439,Empinax_hammo_L47262,Empidonax hammondii,Empidonax hammondii,Empidonax hammondii,Tyrannidae,LSUMZ-B,47262,LSUMZ,175144,"USA: Arizona; Gila Co., Pinal Mtns., 1/2 mi. NW Signal Peak"
2440,Empinax_hammo_LSU19434,Empidonax hammondii,Empidonax hammondii,Empidonax hammondii,Tyrannidae,LSUMZ-B,19434,LSUMZ,156067,"USA: Montana, Powder River County, Cow Creek, 3 mi W Fort Howe Ranger Statio"
2441,Empinax_wrigh_L64538,Empidonax wrightii,Empidonax wrightii,Empidonax wrightii,Tyrannidae,LSUMZ-B,64538,LSUMZ,182004,"USA: Texas;Jeff Davis Co., Miller Ranch, 17 km W, 2 km N Valentine"
2443,Empinax_oberh_L48075,Empidonax oberholseri,Empidonax oberholseri,Empidonax oberholseri,Tyrannidae,LSUMZ-B,48075,LSUMZ,177004,"USA: Idaho; Ada Co., Top of Lucky Peak"
2444,Empinax_oberh_MVZ168598,Empidonax oberholseri,Empidonax oberholseri,Empidonax oberholseri,Tyrannidae,MVZ,168598,MVZ,168598,"USA: Montana, Powder River County, Cow Creek, 3 mi W Fort Howe Ranger Station"
2445,Empinax_affin_VZ184243,Empidonax affinis,Empidonax affinis,Empidonax affinis,Tyrannidae,MVZ,184243,MVZ,184243,GUATEMALA: Huehuetenango; 2.5 km S and 2.75 km W San Mateo Ixtatán
2447,Empinax_diffi_A15581,Empidonax difficilis,Empidonax difficilis,Empidonax difficilis,Tyrannidae,AMNH-DOT,15581,AMNH,SKEL 28484,"USA: Washington; Thurston County, Yelm"
2449,Empinax_occlis_W115396,Empidonax occidentalis,Empidonax occidentalis,Empidonax occidentalis,Tyrannidae,UWBM,115396,UWBM,115396,"MEXICO: Nuevo León; Galeana, Cerro El Potosí, 24.8885, -100.2266"
2451,Empinax_flaves_L46480,Empidonax flavescens,Empidonax flavescens,Empidonax flavescens,Tyrannidae,LSUMZ-B,46480,LSUMZ,178088,PANAMA: Chiriquí; Ca. 7 km NW Volcán
2453,Empinax_fulfron_W112498,Empidonax fulvifrons,Empidonax fulvifrons,Empidonax fulvifrons,Tyrannidae,UWBM,112498,UWBM,112498,"MEXICO: Guanajuato; 14 km SW Moroleon, Cerro de Amolles, 20 4.307 N, 101 19.449 W"
2455,Empinax_atrcep_L28310,Empidonax atriceps,Empidonax atriceps,Empidonax atriceps,Tyrannidae,LSUMZ-B,28310,LSUMZ,163646,PANAMA: Chiriquí; Dist. Boquete; Paso de Respingo on Cerro Punta-Boquete trail
2457,Contop_coope_A17527,Contopus cooperi,Contopus cooperi,Contopus cooperi,Tyrannidae,AMNH-DOT,17527,AMNH,837747,"USA: New York; Franklin Co., Santa Clara"
2459,Contop_coope_LSUMZ61840,Contopus cooperi,Contopus cooperi,Contopus cooperi,Tyrannidae,LSUMZ-B,61840,SBCM,59985,"USA: California; West Mojava Desert, EI Mirage, NW cor. EI Mirage 2 Sheep Creek Roads; 34 degrees 36' 20.2"" N, 117 degrees 35' 11.2"" W"
2461,Contop_pernax_L38710,Contopus pertinax,Contopus pertinax,Contopus pertinax,Tyrannidae,LSUMZ-B,38710,LSUMZ,174859,"USA: New Mexico;Grant Co.,Piños Altos Range, W. side Hwy. 15, 1/2 mi. N Sheep Corral Road"
2463,Contop_lugu_L16041,Contopus lugubris,Contopus lugubris,Contopus lugubris,Tyrannidae,LSUMZ-B,16041,LSUMZ,138734,"COSTA RICA: Heredia;Finca La Fortuna, ca 4 km SW Virgen del Socorro"
2465,Contop_fumgat_L22881,Contopus fumigatus,Contopus fumigatus,Contopus fumigatus,Tyrannidae,LSUMZ-B,22881,LSUMZ,162774,"BOLIVIA: La Paz ;Prov. B. Saavedra; 83 km by road E Charazani, Cerro Asunta Pata"
2467,Contop_ocheus_L19784,Contopus ochraceus,Contopus ochraceus,Contopus ochraceus,Tyrannidae,LSUMZ-B,19784,LSUMZ,154037,"COSTA RICA: San Jose;2 km SW Ojos de Agua, Km 77 Pan American Hwy"
2469,Contop_sorlus_K4994,Contopus sordidulus,Contopus sordidulus,Contopus sordidulus,Tyrannidae,KU,4994,KU,93773,EL SALVADOR: Morazan; Cerro El Gigante
2471,Contop_viren_L37174,Contopus virens,Contopus virens,Contopus virens,Tyrannidae,LSUMZ-B,37174,LSUMZ,165075,"USA: Texas; Atascosa County, 10 mi SE of Charlotte"
2473,Contop_viren_MVZ168655,Contopus virens,Contopus virens,Contopus virens,Tyrannidae,MVZ,168655,MVZ,168655,"USA: Minnesota,  Hubbard Co., 1 mi N and 1 mi E La Salle Creek Bog, 1450 ft"
2475,Contop_cinreu_K3847,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,KU,3847,KU,91442,"PARAGUAY: Caazapá/Itapúa; San Rafael National Park, Parabel"
2477,Contop_cinreu_LSU66921,Contopus cinereus,Contopus cinereus,Contopus punensis,Tyrannidae,LSUMZ-B,66921,LSUMZ,183271,"PERU: Tumbes ; El Plantano; Parque Nacional Cerros de Amotape, 4 7 46 S, 80 37 13 W, 955m"
2479,Contop_cinreu_LSU48414,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,LSUMZ-B,48414,LSUMZ,175468,"GUYANA: Kopinang River, 7 km SW Kopinang"
2481,Contop_cinreu_UWB56023,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,UWBM,56023,UWBM,56023,"NICARAGUA: La Luz, 4 km S, 8 km W; near Wani, on Río Uli about 1 km from Río Wani; 13°42.1'N 84°51.1'W; 250 ft"
2483,Contop_alblar_YPM139867,Contopus albogularis,Contopus albogularis,Contopus albogularis,Tyrannidae,YPM-ORN,139867,YPM-ORN,139867,SURINAME: Sipaliwini; ridgetop 8 km N of Juliana Top
2488,Contop_cariba_USNM327749,Contopus caribaeus,Contopus caribaeus,Contopus caribaeus,Tyrannidae,USNM,327749 (toepad),USNM,327749,"DOMINICAN REPUBLIC: Habanero, 4 mi N"
2491,Contop_paldus_MVZ149935,Contopus pallidus,Contopus pallidus,Contopus pallidus,Tyrannidae,MVZ,149935 (toepad),MVZ,149935,JAMAICA: Portland: 2 mi NNW Ecclesdown
2493,Contop_hisp_K6337,Contopus hispaniolensis,Contopus hispaniolensis,Contopus hispaniolensis,Tyrannidae,KU,6337,KU,94771,"DOMINICAN REPUBLIC: Pedernales; Parque Nacional Sierra Baoruco, Pueblo Viejo"
2495,Contop_lati_L11330,Contopus latirostris,Contopus latirostris,Contopus latirostris,Tyrannidae,LSUMZ-B,11330,DPNR,8294,"PUERTO RICO: Cabo Rojo, Boqueron, Penones de Melones, 1 km WNW intersection of route 301 and 303"
2497,Mitrep_phacus_W93393,Mitrephanes phaeocercus,Mitrephanes phaeocercus,Mitrephanes phaeocercus,Tyrannidae,UWBM,93393,UWBM,93393,"HONDURAS: de Atlántida, La Ceiba, 9.7 km SW [15º43'N 86º52'W]"
2499,Mitrep_phacus_LSU2090,Mitrephanes phaeocercus,Mitrephanes phaeocercus,Mitrephanes phaeocercus,Tyrannidae,LSUMZ-B,2090,LSUMZ,108478,"PANAMA: Darién, Ca 6 Km NW Cana, E. slope Cerro Pirre"
2501,Mitrep_olieus_L44170,Mitrephanes olivaceus,Mitrephanes olivaceus,Mitrephanes olivaceus,Tyrannidae,LSUMZ-B,44170,LSUMZ,174110,PERU: San Martín ;Ca. 24 km ENE Florida
2503,Mitrep_olieus_LSU22720,Mitrephanes olivaceus,Mitrephanes olivaceus,Mitrephanes olivaceus,Tyrannidae,LSUMZ-B,22720,LSUMZ,162789,"BOLIVIA: La Paz, Bautista Saavedra, 83 km by road E Charazani, Cerro Asunta Pata"
2505,Sayorn_nigcan_W90854,Sayornis nigricans,Sayornis nigricans,Sayornis nigricans,Tyrannidae,UWBM,90854,UWBM,90854,"MEXICO: Sinaloa, Municipio Ahome, El Carrizo, Puente Dren Carrenza on route 15"
2507,Sayorn_nigcan_LSUMZ38236,Sayornis nigricans,Sayornis nigricans,Sayornis nigricans,Tyrannidae,LSUMZ-B,38236,LSUMZ,169198,"BOLIVIA: Santa Cruz; La Pajcha, ca 28 km S Samaipata, 18 degrees 23.8'S 63 degrees 49.4' W"
2509,Sayorn_phoebe_A6230,Sayornis phoebe,Sayornis phoebe,Sayornis phoebe,Tyrannidae,AMNH-DOT,6230,AMNH,832506,"USA: New York; Suffolk Co., Great Gull Island"
2511,Sayorn_saya_L57523,Sayornis saya,Sayornis saya,Sayornis saya,Tyrannidae,LSUMZ-B,57523,LSUMZ,181998,"USA: Texas;Jeff Davis Co., Miller Ranch, 12 1/2 km W, 5 1/2 km N Valentine"
2513,Pyroce_rubnus_GAMA1,Pyrocephalus rubinus,Pyrocephalus rubinus,Pyrocephalus rubinus,Tyrannidae,MPEG,AMA-001,MPEG,72502,"BRAZIL: Amazonas; Tabatinga, Batalhão do Comando de Fronteira Solimões 8o BIS(04o14'49,4""S;69o45'39,5""W)"
2515,Pyroce_rubnus_LSUMZ49608,Pyrocephalus rubinus,Pyrocephalus rubinus,Pyrocephalus rubinus,Tyrannidae,LSUMZ-B,49608,MHNSM,ZAC269,"PERU: Lima; Pucusana, ca 60 km SE Lima, 12_ 29'S, 76_ 46' W"
2517,Pyroce_rubnus_LSUMZ37157,Pyrocephalus rubinus,Pyrocephalus rubinus,Pyrocephalus rubinus,Tyrannidae,LSUMZ-B,37157,LSUMZ,165133,USA: Texas; Ca 12 1/2 mi. N Bracketville
2519,Lesson_rufa_A9938,Lessonia rufa,Lessonia rufa,Lessonia rufa,Tyrannidae,AMNH-DOT,9938,AMNH,23964,"ARGENTINA: Río Negro; Bariloche, El Boquete, 700 m."
2521,Lesson_oreas_LSU61378,Lessonia oreas,Lessonia oreas,Lessonia oreas,Tyrannidae,LSUMZ-B,61378,LSUMZ,181854,PERU: Huancavelica ;15 km SW Huanchacolpa
2523,Knipo_strcep_L38892,Knipolegus striaticeps,Knipolegus striaticeps,Knipolegus striaticeps,Tyrannidae,LSUMZ-B,38892,LSUMZ,171372,BOLIVIA: Santa Cruz ;Prov. Cordillera; 38 km E Abapó
2525,Knipo_hudso_L19103,Knipolegus hudsoni,Knipolegus hudsoni,Knipolegus hudsoni,Tyrannidae,LSUMZ-B,19103,LSUMZ,153784,"BOLIVIA: Santa Cruz ;Cordillera, Estancia Perforación, ca. 130 km E Charagua"
2526,Knipo_hudso_L18865,Knipolegus hudsoni,Knipolegus hudsoni,Knipolegus hudsoni,Tyrannidae,LSUMZ-B,18865,LSUMZ,153924,"BOLIVIA: Santa Cruz ;Cordillera, Estancia Perforación, ca. 130 km E Charagua"
2527,Knipo_poecus_A14176,Knipolegus poecilocercus,Knipolegus poecilocercus,Knipolegus poecilocercus,Tyrannidae,AMNH-DOT,14176,MPEG,59626,BRAZIL: Amazonas; Estrada Manacapuru- Novo Airao
2529,Knipo_signa_L44150,Knipolegus signatus,Knipolegus signatus,Knipolegus signatus,Tyrannidae,LSUMZ-B,44150,LSUMZ,174119,PERU: San Martín ;Ca. 22 km ENE Florida
2531,Knipo_caban_KU9690,Knipolegus cabanisi,Knipolegus cabanisi,Knipolegus cabanisi,Tyrannidae,KU,9690,KU,96853,ARGENTINA: Jujuy; E slope Sierra Santa Barbara
2533,Knipo_cyatri_S630514,Knipolegus cyanirostris,Knipolegus cyanirostris,Knipolegus cyanirostris,Tyrannidae,USNM,14744,USNM,630514,"URUGUAY: Tacuarembó, Tacuarembó, ca 45 km N, at Cuchilla Laureles, Estancia La Furiosa. 31°18'32.4""S 56°02'16.8""W"
2535,Knipo_poerus_SB10607,Knipolegus poecilurus,Knipolegus poecilurus,Knipolegus poecilurus,Tyrannidae,USNM,10607,USNM,625232,GUYANA: North Side Acari Mountains
2537,Knipo_orecen_L3178,Knipolegus orenocensis,Knipolegus orenocensis,Knipolegus sclateri,Tyrannidae,LSUMZ-B,3178,LSUMZ,110630,"PERU: Loreto ;Isla Ronsco, Río Napo opposite Libertad, 80 km N Iquitos"
2539,Knipo_atemus_LSU6578,Knipolegus aterrimus,Knipolegus aterrimus,Knipolegus aterrimus,Tyrannidae,LSUMZ-B,6578,LSUMZ,124318,"BOLIVIA: Santa Cruz, Caballero; 2.5 km N Tambo, Río San Isidro (Río Pulquina) Valley"
2541,Knipo_atemus_LSUMZ44399,Knipolegus aterrimus,Knipolegus aterrimus,Knipolegus heterogyna,Tyrannidae,LSUMZ-B,44399,MHNSM,AWK2404,"PERU: San Martín; Ca 22 km ENE Florida, 5 degrees 43' 23"" S, 77 degrees 45' 1"" W"
2544,Knipo_franus_SP82727,Knipolegus franciscanus,Knipolegus franciscanus,Knipolegus franciscanus,Tyrannidae,MZUSP,82727,MZUSP,82727,"BRAZIL: Minas Gerais , Itacarambi"
2545,Knipo_lopho_SB14741,Knipolegus lophotes,Knipolegus lophotes,Knipolegus lophotes,Tyrannidae,USNM,14741,USNM,630417,"URUGUAY: Tacuarembo;Tacuarembo, ca 46 km N, at Cuchilla Laureles, Estancia La Furiosa"
2547,Knipo_nigmus_MPEGDZ5162,Knipolegus nigerrimus,Knipolegus nigerrimus,Knipolegus nigerrimus,Tyrannidae,MPEG,DZ-5162,DZUFMG,5162,"BRAZIL: Minas Gerais; Alto da Pedra Menina, distrito Pedra Menina, Rio Vermelho, 16º02’40’’S 51º21’32’’W"
2549,Hymeno_pertus_SB14701,Hymenops perspicillatus,Hymenops perspicillatus,Hymenops perspicillatus,Tyrannidae,USNM,14701,USNM,630410,"URUGUAY: Soriano; Cardona, ca 9 km N, at Estancia Santa Emilia"
2551,Ochorn_litto_L40723,Ochthornis littoralis,Ochthornis littoralis,Ochthornis littoralis,Tyrannidae,LSUMZ-B,40723,LSUMZ,170982,PERU: Loreto ;Ca. 86 km SE Juanjui on E. bank upper Río Pauya
2553,Satrapa_icter_K9896,Satrapa icterophrys,Satrapa icterophrys,Satrapa icterophrys,Tyrannidae,KU,9896,KU,96944,ARGENTINA: Jujuy; 2 km E Ocloyas
2555,Musaxi_fluvi_L1188,Muscisaxicola fluviatilis,Muscisaxicola fluviatilis,Muscisaxicola fluviatilis,Tyrannidae,LSUMZ-B,1188,LSUMZ,101487,"BOLIVIA: La Paz ;Rio Beni, 20km by river N Puerto Linares"
2557,Musaxi_mactri_L103850,Muscisaxicola maculirostris,Muscisaxicola maculirostris,Muscisaxicola maculirostris,Tyrannidae,LSUMZ-B,103850,LSUMZ,114267,"PERU: Arequipa, Cerro Coscantire, ca 5 Km E Chala, -15.81881667, -74.11669722"
2559,Musaxi_griseus_K17552,Muscisaxicola griseus,Muscisaxicola griseus,Muscisaxicola griseus,Tyrannidae,KU,17552,KU,113906,PERU: Junín; above Toldopampa
2561,Musaxi_junin_L1203,Muscisaxicola juninensis,Muscisaxicola juninensis,Muscisaxicola juninensis,Tyrannidae,LSUMZ-B,1203,LSUMZ,101479,BOLIVIA: La Paz ;4.5 km by road W hydroelectric dam on Zongo Valley road
2563,Musaxi_cinreu_A12179,Muscisaxicola cinereus,Muscisaxicola cinereus,Muscisaxicola cinereus,Tyrannidae,AMNH-DOT,12179,AMNH,SKEL 24329,"CHILE: Region Metropolitana, Cordillera, 2 km ENE Embalse El Yeso"
2566,Musaxi_albfro_LSU22576,Muscisaxicola albifrons,Muscisaxicola albifrons,Muscisaxicola albifrons,Tyrannidae,LSUMZ-B,22576,LSUMZ,163132,"BOLIVIA: La Paz ;Prov. Murillo; Zongo Valley, 7 km by road N summit"
2567,Musaxi_flavcha_A12184,Muscisaxicola flavinucha,Muscisaxicola flavinucha,Muscisaxicola flavinucha,Tyrannidae,AMNH-DOT,12184,AMNH,SKEL 24336,"CHILE: Region Metropolitana, Cordillera, 15 km ENE Embalse El Yeso"
2569,Musaxi_rufver_L7728,Muscisaxicola rufivertex,Muscisaxicola rufivertex,Muscisaxicola occipitalis,Tyrannidae,LSUMZ-B,7728,LSUMZ,119203,PERU: Arequipa ;Ca 37 road km E Arequipa
2571,Musaxi_maclo_K11679,Muscisaxicola maclovianus,Muscisaxicola maclovianus,Muscisaxicola maclovianus,Tyrannidae,KU,11679,KU,98363,"ARGENTINA: Río Negro; NW El Bolson, Cerro Perito Moreno"
2573,Musaxi_alblor_A12171,Muscisaxicola albilora,Muscisaxicola albilora,Muscisaxicola albilora,Tyrannidae,AMNH-DOT,12171,AMNH,SKEL 24333,"CHILE: Region Metropolitana; Cordillera, 2 km ENE Embalse El Yeso"
2575,Musaxi_alpin_L30037,Muscisaxicola alpinus,Muscisaxicola alpinus,Muscisaxicola alpinus,Tyrannidae,LSUMZ-B,30037,MECN,FS1917,ECUADOR: Carchi; Tufino
2577,Musaxi_captus_A12128,Muscisaxicola capistratus,Muscisaxicola capistratus,Muscisaxicola capistratus,Tyrannidae,AMNH-DOT,12128,AMNH,23973,"ARGENTINA: Río Negro; Norquinco, ca. 5 km E Manuel Choique on Ruta Provincial 6"
2581,Agrior_montan_L6710,Agriornis montanus,Agriornis montanus,Agriornis montanus,Tyrannidae,LSUMZ-B,7610,LSUMZ,124280,BOLIVIA: Oruro ;Prov. Sajama; 10 km by road E Sajama
2583,Agrior_albcau_L72330,Agriornis albicauda,Agriornis albicauda,Agriornis albicauda,Tyrannidae,LSUMZ-B,72330,CORBIDI,GFS226,"PERU: Lima; Rio Shuncha, 8 km E Laraos, -11.65771, -76.46489, 3530m"
2585,Agrior_livid_YPM83046,Agriornis lividus,Agriornis lividus,Agriornis lividus,Tyrannidae,YPM-ORN,83046 (toepad),YPM-ORN,83046,"ARGENTINA: Río Negro, El Bolson, -41.9667, -71.5167"
2587,Agrior_micro_A13502,Agriornis micropterus,Agriornis micropterus,Agriornis micropterus,Tyrannidae,AMNH-DOT,13502,AMNH,27767,"ARGENTINA: Río Negro; Pilcaniyeu, near Neneo Ruca, 850m"
2589,Agrior_murnus_K11848,Agriornis murinus,Agriornis murinus,Agriornis murinus,Tyrannidae,KU,11848,KU,98461,ARGENTINA: Río Negro; WSW San Antonio Oeste
2591,Xolmis_pyrope_A12144,Xolmis pyrope,Xolmis pyrope,Xolmis pyrope,Tyrannidae,AMNH-DOT,12144,AMNH,SKEL 24313,"CHILE: Region metropolitana; Chacabuco, ca 4 km SSW by road from peak of Cerro de El Roble"
2593,Xolmis_cinreu_SB14699,Xolmis cinereus,Xolmis cinereus,Xolmis cinereus,Tyrannidae,USNM,14699,USNM,630409,"URUGUAY: Soriano, Cardona, ca 9 km N, at Estancia Santa Emilia"
2598,Xolmis_veltus_L38195,Xolmis velatus,Xolmis velatus,Xolmis velatus,Tyrannidae,LSUMZ-B,38195,LSUMZ,169244,"BOLIVIA: Santa Cruz ;Estancia Cambaras, 38 km SWW San Matias"
2600,Xolmis_irupe_SB14801,Xolmis irupero,Xolmis irupero,Xolmis irupero,Tyrannidae,USNM,14801,USNM,630525,"URUGUAY: Colonia;Carmelo, 11.3 km NNE"
2604,Xolmis_rubtra_K11946,Xolmis rubetra,Xolmis rubetra,Xolmis rubetra,Tyrannidae,KU,11946,KU,98463,ARGENTINA: Río Negro; WSW San Antonio Oeste
2606,Heterox_domnus_S630166,Xolmis dominicanus,Xolmis dominicanus,Xolmis dominicanus,Tyrannidae,USNM,14897,USNM,630166,"URUGUAY: Rocha;Rocha, 8.8 km NE, at Arroyo de las Conchas"
2608,Myiothe_strcol_L38280,Myiotheretes striaticollis,Myiotheretes striaticollis,Myiotheretes striaticollis,Tyrannidae,LSUMZ-B,38280,LSUMZ,169199,"BOLIVIA: Santa Cruz ;La Pajcha, 28 km S Samaipata"
2610,Myiothe_pernix_USNM387496,Myiotheretes pernix,Myiotheretes pernix,Myiotheretes pernix,Tyrannidae,USNM,387496 (toepad),USNM,387496,"COLOMBIA: Magdalena, Siminchucua, Sierra Nevada de Santa Marta"
2614,Myiothe_fusfus_L1837,Myiotheretes fuscorufus,Myiotheretes fuscorufus,Myiotheretes fuscorufus,Tyrannidae,LSUMZ-B,1837,LSUMZ,106178,"PERU: Pasco ;Santa Cruz, ca 9 Km SSE Oxapampa"
2616,Cnemar_erygiu_L30022,Cnemarchus erythropygius,Cnemarchus erythropygius,Cnemarchus erythropygius,Tyrannidae,LSUMZ-B,30022,LSUMZ,162118,ECUADOR: Carchi;Ca. 6 km W Tufiño
2618,Poliox_rufnis_K19488,Polioxolmis rufipennis,Polioxolmis rufipennis,Polioxolmis rufipennis,Tyrannidae,KU,19488,KU,113489,PERU: Ayacucho; 3 km S Lirriopata
2620,Neoxol_ruftri_LSU14025,Neoxolmis rufiventris,Neoxolmis rufiventris,Neoxolmis rufiventris,Tyrannidae,LSUMZ-B,14025,ISM,APC3320,CHILE: Magallanes y Antartactica Chilena Region; Ca 3 km SE O'Higgins along road to Buque Quemado and Punta Delgado
2622,Neoxol_ruftri_L70016,Neoxolmis rufiventris,Neoxolmis rufiventris,Neoxolmis rufiventris,Tyrannidae,LSUMZ,77413 (toepad),LSUMZ,70016,ARGENTINA: Chubut Province: Chubut
2623,Gubern_yetap_K95,Gubernetes yetapa,Gubernetes yetapa,Gubernetes yetapa,Tyrannidae,KU,95,KU,88378,PARAGUAY: Concepción; San Luis National Park.
2627,Fluvic_pica_SB14542,Fluvicola pica,Fluvicola pica,Fluvicola pica,Tyrannidae,USNM,14542,USNM,627560,"GUYANA: Almond Beach, Near Mouth of Waini River"
2629,Fluvic_albter_L38135,Fluvicola albiventer,Fluvicola albiventer,Fluvicola albiventer,Tyrannidae,LSUMZ-B,38135,LSUMZ,169060,"BOLIVIA: Santa Cruz ;Estancia Cambaras, 38 km SWW San Matias"
2631,Fluvic_nen_GCPE50,Fluvicola nengeta,Fluvicola nengeta,Fluvicola nengeta,Tyrannidae,MPEG,CPE-050,MPEG,70474,"BRAZIL: Alagoas; Ibateguara, Usina Serra Grande, Engenho Coimbra"
2633,Arundi_leuceph_L38036,Arundinicola leucocephala,Arundinicola leucocephala,Arundinicola leucocephala,Tyrannidae,LSUMZ-B,38036,LSUMZ,169058,"BOLIVIA: Santa Cruz ;Estancia Cambaras, 38 km SWW San Matias"
2635,Alectr_tricol_K3596,Alectrurus tricolor,Alectrurus tricolor,Alectrurus tricolor,Tyrannidae,KU,3596,KU,91404,"PARAGUAY: Itapúa; San Rafael National Park, San Pedro Mi"
2637,Alectr_risora_K3430,Alectrurus risora,Alectrurus risora,Alectrurus risora,Tyrannidae,KU,3430,KU,90263,"PARAGUAY: Misiones; San Juan Bautista, 20 km SW"
2639,Tumbez_salvi_L5171,Tumbezia salvini,Tumbezia salvini,Ochthoeca salvini,Tyrannidae,LSUMZ-B,5171,LSUMZ,113837,"PERU: Lambayeque ;Las Pampas, km 885 Pan-American Hwy., 11 road km N Olmos"
2643,Ochoec_front_K16992,Ochthoeca frontalis,Ochthoeca frontalis,Silvicultrix frontalis,Tyrannidae,KU,16992,KU,112751,"PERU: Ayacucho, Ccano, 2 km S"
2650,Ochoec_pullla_LSUMZ7968,Ochthoeca pulchella,Ochthoeca pulchella,Silvicultrix pulchella,Tyrannidae,LSUMZ-B,7968,LSUMZ,128747,"PERU: Pasco ;Playa Pampa, ca 8 km NW Cushi on trail to Chaglla"
2655,Ochoec_diade_AMC899,Ochthoeca diadema,Ochthoeca diadema,Silvicultrix diadema,Tyrannidae,IAvH-CT,11372,ICN,36774,"COLOMBIA: Cesar; Manaure, El Cinco"
2657,Ochoec_diade_LSUMZ90427,Ochthoeca diadema,Ochthoeca diadema,Silvicultrix diadema,Tyrannidae,LSUMZ,90427 (toepad),LSUMZ,90427,"COLOMBIA: Magdalena, 25 km SE Santa Marta, Exp. Station San Lorenzo"
2661,Ochoec_cinven_L33969,Ochthoeca cinnamomeiventris,Ochthoeca cinnamomeiventris,Ochthoeca cinnamomeiventris,Tyrannidae,LSUMZ-B,33969,LSUMZ,172268,"PERU: Cajamarca ;Cordillera del Condor, Picorana"
2663,Ochoec_cinven_L7999,Ochthoeca cinnamomeiventris,Ochthoeca cinnamomeiventris,Ochthoeca thoracica,Tyrannidae,LSUMZ-B,7999,LSUMZ,128734,"PERU: Pasco ;Playa Pampa, ca 8 km NW Cushi on trail to Chaglla"
2665,Ochoec_cinven_PhAMC1138,Ochthoeca cinnamomeiventris,Ochthoeca cinnamomeiventris,Ochthoeca nigrita,Tyrannidae,COP,AMC1138,COP,84141,"VENEZUELA: Tachira; PN Paramos El Batallon y La Negra, INIA"
2667,Ochoec_ruflis_L1216,Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Tyrannidae,LSUMZ-B,1216,LSUMZ,102491,BOLIVIA: La Paz ;1 km S Chuspipata
2669,Ochoec_fumic_H2554,Ochthoeca fumicolor,Ochthoeca fumicolor,Ochthoeca fumicolor,Tyrannidae,IAvH-CT,2554,IAvH,12666,"COLOMBIA: Cundinamarca, PNN Chingaza, Sector de La Playa"
2671,Ochoec_fumic_KU21289,Ochthoeca fumicolor,Ochthoeca fumicolor,Ochthoeca fumicolor,Tyrannidae,KU,21289,KU,115519,PERU: Puno; above Sina
2675,Ochoec_oenide_L1210,Ochthoeca oenanthoides,Ochthoeca oenanthoides,Ochthoeca oenanthoides,Tyrannidae,LSUMZ-B,1210,LSUMZ,102486,"BOLIVIA: La Paz ;Huajchilla, 18 km by road S Calacoto"
2677,Ochoec_piurae_L49651,Ochthoeca piurae,Ochthoeca piurae,Ochthoeca piurae,Tyrannidae,LSUMZ-B,49651,MHNSM,MT36,PERU: La Libertad;
2679,Ochoec_leurys_L3833,Ochthoeca leucophrys,Ochthoeca leucophrys,Ochthoeca leucophrys,Tyrannidae,LSUMZ-B,3833,LSUMZ,114179,"PERU: Ayacucho ;Pampa Galeras, ca 25 Km WNW Puquio"
2681,Ochoec_leurys_UWBM70458,Ochthoeca leucophrys,Ochthoeca leucophrys,Ochthoeca leucophrys,Tyrannidae,UWBM,70458,UWBM,70458,"ARGENTINA: Tucumán, San Miguel de Tucumán, Embalse El Cadillal, southeast corner"
2683,Colorh_partri_K11725,Colorhamphus parvirostris,Colorhamphus parvirostris,Colorhamphus parvirostris,Tyrannidae,KU,11725,KU,98364,"ARGENTINA: Río Negro; NW El Bolson, Cerro Perito Moreno"
2685,Coloni_colon_K3731,Colonia colonus,Colonia colonus,Colonia colonus,Tyrannidae,KU,3731,KU,91436,"PARAGUAY: Itapúa; San Rafael National Park, San Pedro Mi"
2687,Musgra_brecau_L5247,Muscigralla brevicauda,Muscigralla brevicauda,Muscigralla brevicauda,Tyrannidae,LSUMZ-B,5247,LSUMZ,113830,"PERU: Lambayeque ;Las Pampas, km 885 Pan-American Hwy., 11 road km N Olmos"
2689,Machet_rixosa_L37884,Machetornis rixosa,Machetornis rixosa,Machetornis rixosa,Tyrannidae,LSUMZ-B,37884,LSUMZ,169057,"BOLIVIA: Santa Cruz ;Santa Fe, 138 km SW San Matias"
2691,Legatu_leupha_L29950,Legatus leucophaius,Legatus leucophaius,Legatus leucophaius,Tyrannidae,LSUMZ-B,29950,LSUMZ,162117,ECUADOR: Pichincha;Ca. 17 km NNE Puerto Quito
