GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,BigBird_Names,BigBird_Notes,Clements_Order,Clements_Family,Reconciliation
79634,Oceanodroma tristrami,species,Hydrobates tristrami,species,Hydrobates tristrami,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
79628,Fregetta grallaria,species,Fregetta grallaria,species,Fregetta grallaria,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1789705,Fregetta grallaria grallaria,subspecies,Fregetta grallaria grallaria,subspecies,Fregetta grallaria grallaria,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112092,Fregetta grallaria leucogaster,subspecies,Fregetta grallaria leucogaster,subspecies,Fregetta grallaria leucogaster,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112093,Fregetta grallaria segethi,subspecies,Fregetta grallaria segethi,subspecies,Fregetta grallaria segethi,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112094,Fregetta grallaria titan,subspecies,Fregetta grallaria titan,group (monotypic),Fregetta grallaria titan,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112029,Fregetta maoriana,species,Fregetta maoriana,species,Fregetta maoriana,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
37073,Fregetta tropica,species,Fregetta tropica,species,Fregetta tropica,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1789703,Fregetta tropica melanoleuca,subspecies,Fregetta tropica melanoleuca,subspecies,Fregetta tropica melanoleuca,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1789704,Fregetta tropica tropica,subspecies,Fregetta tropica tropica,subspecies,Fregetta tropica tropica,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
79649,Garrodia nereis,species,Garrodia nereis,species,Garrodia nereis,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1118812,Nesofregetta fuliginosa,species,Nesofregetta fuliginosa,species,Nesofregetta fuliginosa,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112028,Oceanites gracilis,species,Oceanites gracilis,species,Oceanites gracilis,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112095,Oceanites gracilis galapagoensis,subspecies,Oceanites gracilis galapagoensis,subspecies,Oceanites gracilis galapagoensis,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112096,Oceanites gracilis gracilis,subspecies,Oceanites gracilis gracilis,subspecies,Oceanites gracilis gracilis,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
79653,Oceanites oceanicus,species,Oceanites oceanicus,species,Oceanites oceanicus,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112098,Oceanites oceanicus exasperatus,subspecies,Oceanites oceanicus exasperatus,subspecies,Oceanites oceanicus exasperatus,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
37075,Pelagodroma marina,species,Pelagodroma marina,species,Pelagodroma marina,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112100,Pelagodroma marina albiclunis,subspecies,Pelagodroma marina albiclunis,subspecies,Pelagodroma marina albiclunis,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112101,Pelagodroma marina dulciae,subspecies,Pelagodroma marina dulciae,subspecies,Pelagodroma marina dulciae,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
1112102,Pelagodroma marina maoriana,subspecies,Pelagodroma marina maoriana,subspecies,Pelagodroma marina maoriana,,Procellariiformes,Oceanitidae (Southern Storm-Petrels),
37064,Aphrodroma brevirostris,species,Aphrodroma brevirostris,species,Aphrodroma brevirostris,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
48676,Ardenna bulleri,species,Ardenna bulleri,species,Ardenna bulleri,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
48678,Ardenna carneipes hulliana,subspecies,Ardenna carneipes,species,Ardenna carneipes,,Procellariiformes,Procellariidae (Shearwaters and Petrels),split
1934105,Ardenna carneipes,species,Ardenna carneipes,species,Ardenna carneipes,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
48679,Ardenna creatopus,species,Ardenna creatopus,species,Ardenna creatopus,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37051,Ardenna gravis,species,Ardenna gravis,species,Ardenna gravis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37052,Ardenna grisea,species,Ardenna grisea,species,Ardenna grisea,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
48683,Ardenna pacifica,species,Ardenna pacifica,species,Ardenna pacifica,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
48684,Ardenna tenuirostris,species,Ardenna tenuirostris,species,Ardenna tenuirostris,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
52120,Bulweria bulwerii,species,Bulweria bulwerii,species,Bulweria bulwerii,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
52122,Calonectris diomedea,species,Calonectris diomedea,species,Calonectris diomedea,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
1323832,Calonectris borealis,species,Calonectris diomedea borealis,group (monotypic),Calonectris borealis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),lump
126885,Calonectris diomedea diomedea,subspecies,Calonectris diomedea diomedea,group (monotypic),Calonectris diomedea diomedea,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
370448,Calonectris edwardsii,species,Calonectris edwardsii,species,Calonectris edwardsii,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
79622,Calonectris leucomelas,species,Calonectris leucomelas,species,Calonectris leucomelas,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37055,Daption capense,species,Daption capense,species,Daption capense,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
30455,Fulmarus glacialis,species,Fulmarus glacialis,species,Fulmarus glacialis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
1471796,Fulmarus glacialis auduboni,subspecies,Fulmarus glacialis auduboni,subspecies,Fulmarus glacialis auduboni,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
1471797,Fulmarus glacialis glacialis,subspecies,Fulmarus glacialis glacialis,subspecies,Fulmarus glacialis glacialis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
54030,Fulmarus glacialis rodgersi,subspecies,Fulmarus glacialis rodgersii,group (monotypic),Fulmarus glacialis rodgersii,,Procellariiformes,Procellariidae (Shearwaters and Petrels),spelling
79629,Fulmarus glacialoides,species,Fulmarus glacialoides,species,Fulmarus glacialoides,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
79655,Halobaena caerulea,species,Halobaena caerulea,species,Halobaena caerulea,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37057,Macronectes giganteus,species,Macronectes giganteus,species,Macronectes giganteus,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
79630,Macronectes halli,species,Macronectes halli,species,Macronectes halli,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
631713,Pachyptila belcheri,species,Pachyptila belcheri,species,Pachyptila belcheri,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
881912,Pachyptila crassirostris,species,Pachyptila crassirostris,species,Pachyptila crassirostris,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
79635,Pachyptila desolata,species,Pachyptila desolata,species,Pachyptila desolata,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
1927430,Pachyptila macgillivrayi,species,Pachyptila macgillivrayi,species,Pachyptila macgillivrayi,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
79636,Pachyptila salvini,species,Pachyptila salvini,species,Pachyptila salvini,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37059,Pachyptila turtur,species,Pachyptila turtur,species,Pachyptila turtur,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37060,Pachyptila vittata,species,Pachyptila vittata,species,Pachyptila vittata,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
52126,Pagodroma nivea,species,Pagodroma nivea,species,Pagodroma nivea,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
79637,Pelecanoides garnotii,species,Pelecanoides garnotii,species,Pelecanoides garnotii,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37078,Pelecanoides georgicus,species,Pelecanoides georgicus,species,Pelecanoides georgicus,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
2884279,Pelecanoides whenuahouensis,species,Pelecanoides georgicus whenuahouensis,subspecies,Pelecanoides georgicus whenuahouensis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),lump
79638,Pelecanoides magellani,species,Pelecanoides magellani,species,Pelecanoides magellani,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37079,Pelecanoides urinatrix,species,Pelecanoides urinatrix,species,Pelecanoides urinatrix,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53665,Procellaria aequinoctialis,species,Procellaria aequinoctialis,species,Procellaria aequinoctialis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
46542,Procellaria cinerea,species,Procellaria cinerea,species,Procellaria cinerea,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
459958,Procellaria aequinoctialis conspicillata,subspecies,Procellaria conspicillata,species,Procellaria conspicillata,,Procellariiformes,Procellariidae (Shearwaters and Petrels),taxonomy
79639,Procellaria parkinsoni,species,Procellaria parkinsoni,species,Procellaria parkinsoni,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37062,Procellaria westlandica,species,Procellaria westlandica,species,Procellaria westlandica,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
52128,Pseudobulweria aterrima,species,Pseudobulweria aterrima,species,Pseudobulweria aterrima,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
998531,Pseudobulweria becki,species,Pseudobulweria becki,species,Pseudobulweria becki,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
998534,Pseudobulweria macgillivrayi,species,Pseudobulweria macgillivrayi,species,Pseudobulweria macgillivrayi,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
52129,Pseudobulweria rostrata,species,Pseudobulweria rostrata,species,Pseudobulweria rostrata,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
998533,Pseudobulweria rostrata rostrata,subspecies,Pseudobulweria rostrata rostrata,subspecies,Pseudobulweria rostrata rostrata,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
998535,Pseudobulweria rostrata trouessarti,subspecies,Pseudobulweria rostrata trouessarti,subspecies,Pseudobulweria rostrata trouessarti,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
557576,Pterodroma alba,species,Pterodroma alba,species,Pterodroma alba,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
508676,Pterodroma arminjoniana,species,Pterodroma arminjoniana,species,Pterodroma arminjoniana,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
2967363,Pterodroma atrata,species,Pterodroma atrata,species,Pterodroma atrata,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53666,Pterodroma axillaris,species,Pterodroma axillaris,species,Pterodroma axillaris,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
52117,Pterodroma baraui,species,Pterodroma baraui,species,Pterodroma baraui,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
2570218,Pterodroma brevipes,species,Pterodroma brevipes,species,Pterodroma brevipes,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53667,Pterodroma cahow,species,Pterodroma cahow,species,Pterodroma cahow,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
557577,Pterodroma cervicalis,species,Pterodroma cervicalis,species,Pterodroma cervicalis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53668,Pterodroma cookii,species,Pterodroma cookii,species,Pterodroma cookii,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
2698432,Pterodroma defilippiana,species,Pterodroma defilippiana,species,Pterodroma defilippiana,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53670,Pterodroma externa,species,Pterodroma externa,species,Pterodroma externa,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
461684,Pterodroma feae,species,Pterodroma feae,species,Pterodroma feae,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53669,Pterodroma deserta,species,Pterodroma feae deserta,group (monotypic),Pterodroma feae deserta,,Procellariiformes,Procellariidae (Shearwaters and Petrels),taxonomy
557578,Pterodroma gouldi,subspecies,Pterodroma gouldi,species,Pterodroma gouldi,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53671,Pterodroma hasitata,species,Pterodroma hasitata,species,Pterodroma hasitata,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
57248,Pterodroma heraldica,species,Pterodroma heraldica,species,Pterodroma heraldica,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
79640,Pterodroma hypoleuca,species,Pterodroma hypoleuca,species,Pterodroma hypoleuca,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53672,Pterodroma incerta,species,Pterodroma incerta,species,Pterodroma incerta,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
37066,Pterodroma inexpectata,species,Pterodroma inexpectata,species,Pterodroma inexpectata,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53673,Pterodroma lessonii,species,Pterodroma lessonii,species,Pterodroma lessonii,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
2698433,Pterodroma leucoptera,species,Pterodroma leucoptera,species,Pterodroma leucoptera,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53674,Pterodroma longirostris,species,Pterodroma longirostris,species,Pterodroma longirostris,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53675,Pterodroma macroptera,species,Pterodroma macroptera,species,Pterodroma macroptera,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53706,Pterodroma madeira,species,Pterodroma madeira,species,Pterodroma madeira,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53676,Pterodroma magentae,species,Pterodroma magentae,species,Pterodroma magentae,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53677,Pterodroma mollis,species,Pterodroma mollis,species,Pterodroma mollis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53705,Pterodroma mollis dubia,subspecies,Pterodroma mollis dubia,subspecies,Pterodroma mollis dubia,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53678,Pterodroma mollis mollis,subspecies,Pterodroma mollis mollis,subspecies,Pterodroma mollis mollis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53679,Pterodroma neglecta,species,Pterodroma neglecta,species,Pterodroma neglecta,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
52118,Pterodroma nigripennis,species,Pterodroma nigripennis,species,Pterodroma nigripennis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53680,Pterodroma phaeopygia,species,Pterodroma phaeopygia,species,Pterodroma phaeopygia,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
2570216,Pterodroma pycrofti,species,Pterodroma pycrofti,species,Pterodroma pycrofti,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
1453604,Pterodroma rupinarum,species,Pterodroma rupinarum,species,Pterodroma rupinarum,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
944221,Pterodroma sandwichensis,species,Pterodroma sandwichensis,species,Pterodroma sandwichensis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
53681,Pterodroma solandri,species,Pterodroma solandri,species,Pterodroma solandri,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
1032649,Pterodroma ultima,species,Pterodroma ultima,species,Pterodroma ultima,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
48670,Puffinus assimilis,species,Puffinus assimilis,species,Puffinus assimilis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
48671,Puffinus assimilis assimilis,subspecies,Puffinus assimilis assimilis,group (monotypic),Puffinus assimilis assimilis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
48673,Puffinus haurakiensis,species,Puffinus assimilis haurakiensis,group (monotypic),Puffinus assimilis haurakiensis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),lump
232340,Puffinus kermadecensis,species,Puffinus assimilis kermadecensis,group (monotypic),Puffinus assimilis kermadecensis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),lump
232339,Puffinus tunneyi,species,Puffinus assimilis tunneyi,group (monotypic),Puffinus assimilis tunneyi,,Procellariiformes,Procellariidae (Shearwaters and Petrels),lump
1707153,Puffinus auricularis auricularis,subspecies,Puffinus auricularis,species,Puffinus auricularis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),split
48674,Puffinus auricularis,species,Puffinus auricularis,species,Puffinus auricularis,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
232371,Puffinus bailloni,species,Puffinus bailloni,species,Puffinus bailloni,,Procellariiformes,Procellariidae (Shearwaters and Petrels),
47978,Puffinus atrodorsalis,species,Puffinus bailloni bailloni,group (monotypic),Puffinus bailloni bailloni,,Procellariiformes,Procellariidae (Shearwaters and Petrels),taxonomy
