GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,BigBird_Names,BigBird_Notes,Clements_Order,Clements_Family,Reconciliation
1814126,Cyanoloxia cyanoides concreta,subspecies,Cyanoloxia cyanoides concreta,subspecies,Cyanoloxia cyanoides concreta,,Passeriformes,Cardinalidae (Cardinals and Allies),
460174,Cyanoloxia glaucocaerulea,species,Cyanoloxia glaucocaerulea,species,Cyanoloxia glaucocaerulea,,Passeriformes,Cardinalidae (Cardinals and Allies),
1814127,Cyanoloxia rothschildii,species,Cyanoloxia rothschildii,species,Cyanoloxia rothschildii,,Passeriformes,Cardinalidae (Cardinals and Allies),
182929,Granatellus pelzelni,species,Granatellus pelzelni,species,Granatellus pelzelni,,Passeriformes,Cardinalidae (Cardinals and Allies),
460203,Granatellus sallaei,species,Granatellus sallaei,species,Granatellus sallaei,,Passeriformes,Cardinalidae (Cardinals and Allies),
460204,Granatellus venustus,species,Granatellus venustus,species,Granatellus venustus,,Passeriformes,Cardinalidae (Cardinals and Allies),
1622138,Habia atrimaxillaris,species,Habia atrimaxillaris,species,Habia atrimaxillaris,,Passeriformes,Cardinalidae (Cardinals and Allies),
460205,Habia fuscicauda,species,Habia fuscicauda,species,Habia fuscicauda,,Passeriformes,Cardinalidae (Cardinals and Allies),
460206,Habia gutturalis,species,Habia gutturalis,species,Habia gutturalis,,Passeriformes,Cardinalidae (Cardinals and Allies),
62201,Habia rubica,species,Habia rubica,species,Habia rubica,,Passeriformes,Cardinalidae (Cardinals and Allies),
142471,Passerina amoena,species,Passerina amoena,species,Passerina amoena,,Passeriformes,Cardinalidae (Cardinals and Allies),
164629,Passerina caerulea,species,Passerina caerulea,species,Passerina caerulea,,Passeriformes,Cardinalidae (Cardinals and Allies),
164630,Passerina ciris,species,Passerina ciris,species,Passerina ciris,,Passeriformes,Cardinalidae (Cardinals and Allies),
84843,Passerina cyanea,species,Passerina cyanea,species,Passerina cyanea,,Passeriformes,Cardinalidae (Cardinals and Allies),
164631,Passerina leclancherii,species,Passerina leclancherii,species,Passerina leclancherii,,Passeriformes,Cardinalidae (Cardinals and Allies),
164632,Passerina rositae,species,Passerina rositae,species,Passerina rositae,,Passeriformes,Cardinalidae (Cardinals and Allies),
164633,Passerina versicolor,species,Passerina versicolor,species,Passerina versicolor,,Passeriformes,Cardinalidae (Cardinals and Allies),
2774042,Periporphyrus erythromelas,species,Periporphyrus erythromelas,species,Periporphyrus erythromelas,,Passeriformes,Cardinalidae (Cardinals and Allies),
138929,Pheucticus aureoventris,species,Pheucticus aureoventris,species,Pheucticus aureoventris,,Passeriformes,Cardinalidae (Cardinals and Allies),
1622137,Pheucticus chrysogaster,species,Pheucticus chrysogaster,species,Pheucticus chrysogaster,,Passeriformes,Cardinalidae (Cardinals and Allies),
135444,Pheucticus ludovicianus,species,Pheucticus ludovicianus,species,Pheucticus ludovicianus,,Passeriformes,Cardinalidae (Cardinals and Allies),
371919,Pheucticus melanocephalus,species,Pheucticus melanocephalus,species,Pheucticus melanocephalus,,Passeriformes,Cardinalidae (Cardinals and Allies),
1226196,Pheucticus tibialis,species,Pheucticus tibialis,species,Pheucticus tibialis,,Passeriformes,Cardinalidae (Cardinals and Allies),
63517,Piranga bidentata,species,Piranga bidentata,species,Piranga bidentata,,Passeriformes,Cardinalidae (Cardinals and Allies),
62085,Piranga erythrocephala,species,Piranga erythrocephala,species,Piranga erythrocephala,,Passeriformes,Cardinalidae (Cardinals and Allies),
2269079,Piranga hepatica,species,Piranga flava,species,Piranga flava,,Passeriformes,Cardinalidae (Cardinals and Allies),taxonomy
63518,Piranga flava,species,Piranga flava,species,Piranga flava,,Passeriformes,Cardinalidae (Cardinals and Allies),
2269080,Piranga lutea,species,Piranga flava lutea,subspecies,Piranga flava lutea,,Passeriformes,Cardinalidae (Cardinals and Allies),lump
63519,Piranga leucoptera,species,Piranga leucoptera,species,Piranga leucoptera,,Passeriformes,Cardinalidae (Cardinals and Allies),
63520,Piranga ludoviciana,species,Piranga ludoviciana,species,Piranga ludoviciana,,Passeriformes,Cardinalidae (Cardinals and Allies),
62086,Piranga olivacea,species,Piranga olivacea,species,Piranga olivacea,,Passeriformes,Cardinalidae (Cardinals and Allies),
63521,Piranga roseogularis,species,Piranga roseogularis,species,Piranga roseogularis,,Passeriformes,Cardinalidae (Cardinals and Allies),
36733,Piranga rubra,species,Piranga rubra,species,Piranga rubra,,Passeriformes,Cardinalidae (Cardinals and Allies),
63522,Piranga rubriceps,species,Piranga rubriceps,species,Piranga rubriceps,,Passeriformes,Cardinalidae (Cardinals and Allies),
460187,Rhodothraupis celaeno,species,Rhodothraupis celaeno,species,Rhodothraupis celaeno,,Passeriformes,Cardinalidae (Cardinals and Allies),
84854,Spiza americana,species,Spiza americana,species,Spiza americana,,Passeriformes,Cardinalidae (Cardinals and Allies),
186443,Certhia americana,species,Certhia americana,species,Certhia americana,,Passeriformes,Certhiidae (Treecreepers),
73330,Certhia brachydactyla,species,Certhia brachydactyla,species,Certhia brachydactyla,,Passeriformes,Certhiidae (Treecreepers),
1154696,Certhia brachydactyla dorotheae,subspecies,Certhia brachydactyla dorotheae,subspecies,Certhia brachydactyla dorotheae,,Passeriformes,Certhiidae (Treecreepers),
1154695,Certhia brachydactyla mauritanica,subspecies,Certhia brachydactyla mauritanica,subspecies,Certhia brachydactyla mauritanica,,Passeriformes,Certhiidae (Treecreepers),
1154697,Certhia brachydactyla megarhynchos,subspecies,Certhia brachydactyla megarhynchos,subspecies,Certhia brachydactyla megarhynchos,,Passeriformes,Certhiidae (Treecreepers),
344966,Certhia discolor,species,Certhia discolor,species,Certhia discolor,,Passeriformes,Certhiidae (Treecreepers),
73333,Certhia familiaris,species,Certhia familiaris,species,Certhia familiaris,,Passeriformes,Certhiidae (Treecreepers),
1154708,Certhia familiaris bianchii,subspecies,Certhia familiaris bianchii,subspecies,Certhia familiaris bianchii,,Passeriformes,Certhiidae (Treecreepers),
1648281,Certhia familiaris britannica,subspecies,Certhia familiaris britannica,subspecies,Certhia familiaris britannica,,Passeriformes,Certhiidae (Treecreepers),
1648280,Certhia familiaris corsa,subspecies,Certhia familiaris corsa,subspecies,Certhia familiaris corsa,,Passeriformes,Certhiidae (Treecreepers),
344229,Certhia familiaris daurica,subspecies,Certhia familiaris daurica,subspecies,Certhia familiaris daurica,,Passeriformes,Certhiidae (Treecreepers),
332270,Certhia familiaris familiaris,subspecies,Certhia familiaris familiaris,subspecies,Certhia familiaris familiaris,,Passeriformes,Certhiidae (Treecreepers),
1648279,Certhia familiaris macrodactyla,subspecies,Certhia familiaris macrodactyla,subspecies,Certhia familiaris macrodactyla,,Passeriformes,Certhiidae (Treecreepers),
1648282,Certhia familiaris caucasica,subspecies,Certhia familiaris persica,subspecies,Certhia familiaris persica,,Passeriformes,Certhiidae (Treecreepers),taxonomy
1648283,Certhia familiaris tianschanica,subspecies,Certhia familiaris tianschanica,subspecies,Certhia familiaris tianschanica,,Passeriformes,Certhiidae (Treecreepers),
344963,Certhia himalayana,species,Certhia himalayana,species,Certhia himalayana,,Passeriformes,Certhiidae (Treecreepers),
1154694,Certhia himalayana himalayana,subspecies,Certhia himalayana himalayana,subspecies,Certhia himalayana himalayana,,Passeriformes,Certhiidae (Treecreepers),
1154693,Certhia himalayana yunnanensis,subspecies,Certhia himalayana yunnanensis,subspecies,Certhia himalayana yunnanensis,,Passeriformes,Certhiidae (Treecreepers),
344969,Certhia hodgsoni,species,Certhia hodgsoni,species,Certhia hodgsoni,,Passeriformes,Certhiidae (Treecreepers),
1154699,Certhia hodgsoni khamensis,subspecies,Certhia hodgsoni khamensis,subspecies,Certhia hodgsoni khamensis,,Passeriformes,Certhiidae (Treecreepers),
1154700,Certhia hodgsoni mandellii,subspecies,Certhia hodgsoni mandellii,subspecies,Certhia hodgsoni mandellii,,Passeriformes,Certhiidae (Treecreepers),
344967,Certhia manipurensis,species,Certhia manipurensis,species,Certhia manipurensis,,Passeriformes,Certhiidae (Treecreepers),
344964,Certhia nipalensis,species,Certhia nipalensis,species,Certhia nipalensis,,Passeriformes,Certhiidae (Treecreepers),
344965,Certhia tianquanensis,species,Certhia tianquanensis,species,Certhia tianquanensis,,Passeriformes,Certhiidae (Treecreepers),
650165,Salpornis salvadori,species,Salpornis salvadori,species,Salpornis salvadori,,Passeriformes,Certhiidae (Treecreepers),
552928,Salpornis spilonota,species,Salpornis spilonota,species,Salpornis spilonota,,Passeriformes,Certhiidae (Treecreepers),
656838,Salpornis spilonota spilonota,subspecies,Salpornis spilonota spilonota,subspecies,Salpornis spilonota spilonota,,Passeriformes,Certhiidae (Treecreepers),
452105,Chaetops aurantius,species,Chaetops aurantius,species,Chaetops aurantius,,Passeriformes,Chaetopidae (Rockjumpers),
221966,Chaetops frenatus,species,Chaetops frenatus,species,Chaetops frenatus,,Passeriformes,Chaetopidae (Rockjumpers),
552877,Chloropsis aurifrons,species,Chloropsis aurifrons,species,Chloropsis aurifrons,,Passeriformes,Chloropseidae (Leafbirds),
1218671,Chloropsis aurifrons aurifrons,subspecies,Chloropsis aurifrons aurifrons,subspecies,Chloropsis aurifrons aurifrons,,Passeriformes,Chloropseidae (Leafbirds),
1218672,Chloropsis aurifrons incompta,subspecies,Chloropsis aurifrons incompta,subspecies,Chloropsis aurifrons incompta,,Passeriformes,Chloropseidae (Leafbirds),
1218673,Chloropsis aurifrons inornata,subspecies,Chloropsis aurifrons inornata,subspecies,Chloropsis aurifrons inornata,,Passeriformes,Chloropseidae (Leafbirds),
1218674,Chloropsis aurifrons insularis,subspecies,Chloropsis aurifrons insularis,subspecies,Chloropsis aurifrons insularis,,Passeriformes,Chloropseidae (Leafbirds),
1218675,Chloropsis aurifrons pridii,subspecies,Chloropsis aurifrons pridii,subspecies,Chloropsis aurifrons pridii,,Passeriformes,Chloropseidae (Leafbirds),
175117,Chloropsis cochinchinensis,species,Chloropsis cochinchinensis,species,Chloropsis cochinchinensis,,Passeriformes,Chloropseidae (Leafbirds),
1218676,Chloropsis cochinchinensis chlorocephala,subspecies,Chloropsis cochinchinensis chlorocephala,subspecies,Chloropsis cochinchinensis chlorocephala,,Passeriformes,Chloropseidae (Leafbirds),
1218677,Chloropsis cochinchinensis cochinchinensis,subspecies,Chloropsis cochinchinensis cochinchinensis,group (monotypic),Chloropsis cochinchinensis cochinchinensis,,Passeriformes,Chloropseidae (Leafbirds),
1218678,Chloropsis cochinchinensis kinneari,subspecies,Chloropsis cochinchinensis kinneari,subspecies,Chloropsis cochinchinensis kinneari,,Passeriformes,Chloropseidae (Leafbirds),
1218679,Chloropsis cochinchinensis moluccensis,subspecies,Chloropsis cochinchinensis moluccensis,subspecies,Chloropsis cochinchinensis moluccensis,,Passeriformes,Chloropseidae (Leafbirds),
1218680,Chloropsis cochinchinensis serithai,subspecies,Chloropsis cochinchinensis serithai,subspecies,Chloropsis cochinchinensis serithai,,Passeriformes,Chloropseidae (Leafbirds),
1218681,Chloropsis cochinchinensis viridinucha,subspecies,Chloropsis cochinchinensis viridinucha,subspecies,Chloropsis cochinchinensis viridinucha,,Passeriformes,Chloropseidae (Leafbirds),
1218682,Chloropsis cyanopogon,species,Chloropsis cyanopogon,species,Chloropsis cyanopogon,,Passeriformes,Chloropseidae (Leafbirds),
1218683,Chloropsis cyanopogon cyanopogon,subspecies,Chloropsis cyanopogon cyanopogon,subspecies,Chloropsis cyanopogon cyanopogon,,Passeriformes,Chloropseidae (Leafbirds),
1218684,Chloropsis cyanopogon septentrionalis,subspecies,Chloropsis cyanopogon septentrionalis,subspecies,Chloropsis cyanopogon septentrionalis,,Passeriformes,Chloropseidae (Leafbirds),
1218685,Chloropsis flavipennis,species,Chloropsis flavipennis,species,Chloropsis flavipennis,,Passeriformes,Chloropseidae (Leafbirds),
667144,Chloropsis hardwickii,species,Chloropsis hardwickii,species,Chloropsis hardwickii,,Passeriformes,Chloropseidae (Leafbirds),
1218686,Chloropsis hardwickii hardwickii,subspecies,Chloropsis hardwickii hardwickii,subspecies,Chloropsis hardwickii hardwickii,,Passeriformes,Chloropseidae (Leafbirds),
1218687,Chloropsis hardwickii malayana,subspecies,Chloropsis hardwickii malayana,subspecies,Chloropsis hardwickii malayana,,Passeriformes,Chloropseidae (Leafbirds),
1218688,Chloropsis hardwickii melliana,subspecies,Chloropsis hardwickii melliana,subspecies,Chloropsis hardwickii melliana,,Passeriformes,Chloropseidae (Leafbirds),
1218689,Chloropsis jerdoni,species,Chloropsis jerdoni,species,Chloropsis jerdoni,,Passeriformes,Chloropseidae (Leafbirds),
1218690,Chloropsis kinabaluensis,species,Chloropsis kinabaluensis,species,Chloropsis kinabaluensis,,Passeriformes,Chloropseidae (Leafbirds),
1218691,Chloropsis media,species,Chloropsis media,species,Chloropsis media,,Passeriformes,Chloropseidae (Leafbirds),
1218692,Chloropsis palawanensis,species,Chloropsis palawanensis,species,Chloropsis palawanensis,,Passeriformes,Chloropseidae (Leafbirds),
452102,Chloropsis sonnerati,species,Chloropsis sonnerati,species,Chloropsis sonnerati,,Passeriformes,Chloropseidae (Leafbirds),
1218693,Chloropsis sonnerati sonnerati,subspecies,Chloropsis sonnerati sonnerati,subspecies,Chloropsis sonnerati sonnerati,,Passeriformes,Chloropseidae (Leafbirds),
1218694,Chloropsis sonnerati zosterops,subspecies,Chloropsis sonnerati zosterops,subspecies,Chloropsis sonnerati zosterops,,Passeriformes,Chloropseidae (Leafbirds),
1218695,Chloropsis venusta,species,Chloropsis venusta,species,Chloropsis venusta,,Passeriformes,Chloropseidae (Leafbirds),
127875,Cinclus cinclus,species,Cinclus cinclus,species,Cinclus cinclus,,Passeriformes,Cinclidae (Dippers),
1740308,Cinclus leucocephalus,species,Cinclus leucocephalus,species,Cinclus leucocephalus,,Passeriformes,Cinclidae (Dippers),
161649,Cinclus mexicanus,species,Cinclus mexicanus,species,Cinclus mexicanus,,Passeriformes,Cinclidae (Dippers),
245049,Cinclus pallasii,species,Cinclus pallasii,species,Cinclus pallasii,,Passeriformes,Cinclidae (Dippers),
1110501,Cinclosoma ajax,species,Cinclosoma ajax,species,Cinclosoma ajax,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
2496833,Cinclosoma ajax ajax,subspecies,Cinclosoma ajax ajax,subspecies,Cinclosoma ajax ajax,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
2496834,Cinclosoma ajax alare,subspecies,Cinclosoma ajax alare,subspecies,Cinclosoma ajax alare,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
2496835,Cinclosoma ajax muscale,subspecies,Cinclosoma ajax muscale,subspecies,Cinclosoma ajax muscale,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
1110499,Cinclosoma alisteri,species,Cinclosoma alisteri,species,Cinclosoma alisteri,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
1110496,Cinclosoma castaneothorax,species,Cinclosoma castaneothorax,species,Cinclosoma castaneothorax,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
1110500,Cinclosoma castanotum,species,Cinclosoma castanotum,species,Cinclosoma castanotum,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
1110498,Cinclosoma cinnamomeum,species,Cinclosoma cinnamomeum,species,Cinclosoma cinnamomeum,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
1641793,Cinclosoma clarum,species,Cinclosoma clarum,species,Cinclosoma clarum,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
1110497,Cinclosoma marginatum,subspecies,Cinclosoma marginatum,species,Cinclosoma marginatum,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
626376,Cinclosoma punctatum,species,Cinclosoma punctatum,species,Cinclosoma punctatum,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
254657,Ptilorrhoa caerulescens,species,Ptilorrhoa caerulescens,species,Ptilorrhoa caerulescens,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
449385,Ptilorrhoa castanonota,species,Ptilorrhoa castanonota,species,Ptilorrhoa castanonota,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
2817148,Ptilorrhoa geislerorum,species,Ptilorrhoa geislerorum,species,Ptilorrhoa geislerorum,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
449384,Ptilorrhoa leucosticta,species,Ptilorrhoa leucosticta,species,Ptilorrhoa leucosticta,,Passeriformes,Cinclosomatidae (Quail-thrushes and Jewel-babblers),
483063,Apalis alticola,species,Apalis alticola,species,Apalis alticola,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483066,Apalis alticola alticola,subspecies,Apalis alticola alticola,subspecies,Apalis alticola alticola,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483051,Apalis binotata,species,Apalis binotata,species,Apalis binotata,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405067,Apalis cinerea,species,Apalis cinerea,species,Apalis cinerea,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483509,Apalis cinerea cinerea,subspecies,Apalis cinerea cinerea,subspecies,Apalis cinerea cinerea,,Passeriformes,Cisticolidae (Cisticolas and Allies),
208067,Apalis flavida,species,Apalis flavida,species,Apalis flavida,,Passeriformes,Cisticolidae (Cisticolas and Allies),
331014,Apalis flavida caniceps,subspecies,Apalis flavida caniceps,subspecies,Apalis flavida caniceps,,Passeriformes,Cisticolidae (Cisticolas and Allies),
908302,Apalis flavida florisuga,subspecies,Apalis flavida florisuga,subspecies,Apalis flavida florisuga,,Passeriformes,Cisticolidae (Cisticolas and Allies),
315541,Apalis goslingi,species,Apalis goslingi,species,Apalis goslingi,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405068,Apalis jacksoni,species,Apalis jacksoni,species,Apalis jacksoni,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483510,Apalis jacksoni jacksoni,subspecies,Apalis jacksoni jacksoni,subspecies,Apalis jacksoni jacksoni,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483059,Apalis kaboboensis,species,Apalis kaboboensis,species,Apalis kaboboensis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483061,Apalis melanocephala,species,Apalis melanocephala,species,Apalis melanocephala,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483067,Apalis melanocephala melanocephala,subspecies,Apalis melanocephala melanocephala,subspecies,Apalis melanocephala melanocephala,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483058,Apalis porphyrolaema,species,Apalis porphyrolaema,species,Apalis porphyrolaema,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483068,Apalis porphyrolaema porphyrolaema,subspecies,Apalis porphyrolaema porphyrolaema,subspecies,Apalis porphyrolaema porphyrolaema,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405070,Apalis rufogularis,species,Apalis rufogularis,species,Apalis rufogularis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483512,Apalis rufogularis nigrescens,subspecies,Apalis rufogularis nigrescens,subspecies,Apalis rufogularis nigrescens,,Passeriformes,Cisticolidae (Cisticolas and Allies),
330756,Apalis thoracica,species,Apalis thoracica,species,Apalis thoracica,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483069,Apalis thoracica flaviventris,subspecies,Apalis thoracica flaviventris,subspecies,Apalis thoracica flaviventris,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273586,Apalis thoracica griseiceps,subspecies,Apalis thoracica griseiceps,subspecies,Apalis thoracica griseiceps,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405073,Artisornis metopias,species,Artisornis metopias,species,Artisornis metopias,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273587,Artisornis metopias metopias,subspecies,Artisornis metopias metopias,subspecies,Artisornis metopias metopias,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2038249,Artisornis moreaui,species,Artisornis moreaui,species,Artisornis moreaui,,Passeriformes,Cisticolidae (Cisticolas and Allies),
330753,Bathmocercus cerviniventris,species,Bathmocercus cerviniventris,species,Bathmocercus cerviniventris,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405081,Bathmocercus rufus,species,Bathmocercus rufus,species,Bathmocercus rufus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405082,Bathmocercus rufus rufus,subspecies,Bathmocercus rufus rufus,subspecies,Bathmocercus rufus rufus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405083,Bathmocercus rufus vulpinus,subspecies,Bathmocercus rufus vulpinus,subspecies,Bathmocercus rufus vulpinus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405075,Calamonastes simplex,species,Calamonastes simplex,species,Calamonastes simplex,,Passeriformes,Cisticolidae (Cisticolas and Allies),
315542,Camaroptera brachyura,species,Camaroptera brachyura,species,Camaroptera brachyura,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273588,Camaroptera brachyura brachyura,subspecies,Camaroptera brachyura brachyura,subspecies,Camaroptera brachyura brachyura,,Passeriformes,Cisticolidae (Cisticolas and Allies),
98121,Camaroptera brevicaudata,species,Camaroptera brachyura brevicaudata,subspecies,Camaroptera brevicaudata,,Passeriformes,Cisticolidae (Cisticolas and Allies),lump
1273589,Camaroptera brevicaudata brevicaudata,subspecies,Camaroptera brachyura brevicaudata,subspecies,Camaroptera brevicaudata,,Passeriformes,Cisticolidae (Cisticolas and Allies),taxonomy
331015,Camaroptera brachyura pileata,subspecies,Camaroptera brachyura pileata,subspecies,Camaroptera brachyura pileata,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273590,Camaroptera brevicaudata tincta,subspecies,Camaroptera brachyura tincta,subspecies,Camaroptera brachyura tincta,,Passeriformes,Cisticolidae (Cisticolas and Allies),taxonomy
405076,Camaroptera chloronota,species,Camaroptera chloronota,species,Camaroptera chloronota,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273679,Camaroptera chloronota chloronota,subspecies,Camaroptera chloronota chloronota,subspecies,Camaroptera chloronota chloronota,,Passeriformes,Cisticolidae (Cisticolas and Allies),
483404,Camaroptera harterti,species,Camaroptera harterti,species,Camaroptera harterti,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1271623,Camaroptera superciliaris,species,Camaroptera superciliaris,species,Camaroptera superciliaris,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2867387,Cisticola anderseni,species,Cisticola anderseni,species,Cisticola anderseni,,Passeriformes,Cisticolidae (Cisticolas and Allies),
174999,Cisticola anonymus,species,Cisticola anonymus,species,Cisticola anonymus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2867388,Cisticola bakerorum,species,Cisticola bakerorum,species,Cisticola bakerorum,,Passeriformes,Cisticolidae (Cisticolas and Allies),
98224,Cisticola brachypterus,species,Cisticola brachypterus,species,Cisticola brachypterus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273680,Cisticola brachypterus brachypterus,subspecies,Cisticola brachypterus brachypterus,subspecies,Cisticola brachypterus brachypterus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
208061,Cisticola cantans,species,Cisticola cantans,species,Cisticola cantans,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273681,Cisticola cantans belli,subspecies,Cisticola cantans belli,subspecies,Cisticola cantans belli,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1229467,Cisticola carruthersi,species,Cisticola carruthersi,species,Cisticola carruthersi,,Passeriformes,Cisticolidae (Cisticolas and Allies),
98116,Cisticola cherina,species,Cisticola cherina,species,Cisticola cherina,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1271624,Cisticola chubbi,species,Cisticola chubbi,species,Cisticola chubbi,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273684,Cisticola chubbi adametzi,subspecies,Cisticola chubbi adametzi,subspecies,Cisticola discolor,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273685,Cisticola discolor,species,Cisticola chubbi discolor,subspecies,Cisticola discolor,,Passeriformes,Cisticolidae (Cisticolas and Allies),lump
1200311,Cisticola erythrops,species,Cisticola erythrops,species,Cisticola erythrops,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306875,Cisticola exilis,species,Cisticola exilis,species,Cisticola exilis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
187423,Cisticola fulvicapilla,species,Cisticola fulvicapilla,species,Cisticola fulvicapilla,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405087,Cisticola galactotes,species,Cisticola galactotes,species,Cisticola galactotes,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306874,Cisticola guinea,species,Cisticola guinea,species,Cisticola guinea,,Passeriformes,Cisticolidae (Cisticolas and Allies),
52622,Cisticola juncidis,species,Cisticola juncidis,species,Cisticola juncidis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
353274,Cisticola juncidis brunniceps,subspecies,Cisticola juncidis brunniceps,group (monotypic),Cisticola juncidis brunniceps,,Passeriformes,Cisticolidae (Cisticolas and Allies),
331013,Cisticola juncidis juncidis,subspecies,Cisticola juncidis juncidis,subspecies,Cisticola juncidis juncidis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
353275,Cisticola juncidis tinnabulans,subspecies,Cisticola juncidis tinnabulans,subspecies,Cisticola juncidis tinnabulans,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306876,Cisticola lais,species,Cisticola lais,species,Cisticola lais,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273689,Cisticola marginatus,species,Cisticola marginatus,species,Cisticola marginatus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273690,Cisticola marginatus amphilectus,subspecies,Cisticola marginatus amphilectus,subspecies,Cisticola marginatus amphilectus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306877,Cisticola nigriloris,species,Cisticola nigriloris,species,Cisticola nigriloris,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2292718,Cisticola pipiens,species,Cisticola pipiens,species,Cisticola pipiens,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1271625,Cisticola tinniens,species,Cisticola tinniens,species,Cisticola tinniens,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273691,Cisticola tinniens perpullus,subspecies,Cisticola tinniens perpullus,subspecies,Cisticola tinniens perpullus,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306881,Drymocichla incana,species,Drymocichla incana,species,Drymocichla incana,,Passeriformes,Cisticolidae (Cisticolas and Allies),
98125,Eminia lepida,species,Eminia lepida,species,Eminia lepida,,Passeriformes,Cisticolidae (Cisticolas and Allies),
552899,Eremomela gregalis,species,Eremomela gregalis,species,Eremomela gregalis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1229468,Eremomela pusilla,species,Eremomela pusilla,species,Eremomela pusilla,,Passeriformes,Cisticolidae (Cisticolas and Allies),
2045211,Eremomela usticollis,species,Eremomela usticollis,species,Eremomela usticollis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
315544,Euryptila subcinnamomea,species,Euryptila subcinnamomea,species,Euryptila subcinnamomea,,Passeriformes,Cisticolidae (Cisticolas and Allies),
98129,Hypergerus atriceps,species,Hypergerus atriceps,species,Hypergerus atriceps,,Passeriformes,Cisticolidae (Cisticolas and Allies),
405078,Incana incana,species,Incana incana,species,Incana incana,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306883,Malcorus pectoralis,species,Malcorus pectoralis,species,Malcorus pectoralis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
1149648,Micromacronus leytensis,species,Micromacronus leytensis,species,Micromacronus leytensis,,Passeriformes,Cisticolidae (Cisticolas and Allies),
