Sequence,TipLabel,Family2,Order2,Avibase.ID2,FamilyTotal.ClementFam,FamilyTotal.Freq,FamilyIncluded.Var1,FamilyIncluded.Freq,Completeness,synonym,notes
4128,Myrmotherula_cherriei,Thamnophilidae,Passeriformes,AVIBASE-4B4619CD,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4129,Myrmochanes_hemileucus,Thamnophilidae,Passeriformes,AVIBASE-A1CB6912,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4130,Myrmotherula_pacifica,Thamnophilidae,Passeriformes,AVIBASE-9E1460BD,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4131,Myrmotherula_surinamensis,Thamnophilidae,Passeriformes,AVIBASE-C6635857,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4132,Myrmotherula_multostriata,Thamnophilidae,Passeriformes,AVIBASE-EA002FFA,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4133,Myrmotherula_klagesi,Thamnophilidae,Passeriformes,AVIBASE-BAD49093,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4134,Myrmotherula_longicauda,Thamnophilidae,Passeriformes,AVIBASE-61451A0A,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4135,Myrmotherula_sclateri,Thamnophilidae,Passeriformes,AVIBASE-A5AC7DC8,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4136,Myrmotherula_ambigua,Thamnophilidae,Passeriformes,AVIBASE-662DB38F,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4137,Myrmotherula_brachyura,Thamnophilidae,Passeriformes,AVIBASE-64B34CDD,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4138,Myrmotherula_ignota,Thamnophilidae,Passeriformes,AVIBASE-20E51271,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4139,Myrmotherula_iheringi,Thamnophilidae,Passeriformes,AVIBASE-87FE9014,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4140,Myrmotherula_fluminensis,Thamnophilidae,Passeriformes,AVIBASE-AD84BFB2,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4141,Formicivora_iheringi,Thamnophilidae,Passeriformes,AVIBASE-AD846245,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4142,Formicivora_erythronotos,Thamnophilidae,Passeriformes,AVIBASE-DE27235A,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4143,Formicivora_melanogaster,Thamnophilidae,Passeriformes,AVIBASE-BF9D1B17,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4144,Formicivora_littoralis,Thamnophilidae,Passeriformes,AVIBASE-0B6BC1AE,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4145,Formicivora_serrana,Thamnophilidae,Passeriformes,AVIBASE-8EC55F08,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4146,Formicivora_grisea,Thamnophilidae,Passeriformes,AVIBASE-AC7F0A89,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4147,Formicivora_rufa,Thamnophilidae,Passeriformes,AVIBASE-03ED8C2C,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4148,Stymphalornis_acutirostris,Thamnophilidae,Passeriformes,AVIBASE-4E17A2AE,Thamnophilidae,237,Thamnophilidae,234,0.99,Formicivora acutirostris,
4149,Formicivora_grantsaui,Thamnophilidae,Passeriformes,AVIBASE-630AA24B,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4150,Myrmotherula_menetriesii,Thamnophilidae,Passeriformes,AVIBASE-3DD03F2C,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4151,Myrmotherula_assimilis,Thamnophilidae,Passeriformes,AVIBASE-A5BD6149,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4152,Myrmotherula_axillaris,Thamnophilidae,Passeriformes,AVIBASE-76C308FC,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4153,Myrmotherula_urosticta,Thamnophilidae,Passeriformes,AVIBASE-7C4DDF9C,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4154,Myrmotherula_longipennis,Thamnophilidae,Passeriformes,AVIBASE-C80BFFF7,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4155,Myrmotherula_minor,Thamnophilidae,Passeriformes,AVIBASE-5CCA0332,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4156,Myrmotherula_schisticolor,Thamnophilidae,Passeriformes,AVIBASE-CF8A3394,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4157,Myrmotherula_sunensis,Thamnophilidae,Passeriformes,AVIBASE-69BFD823,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4158,Myrmotherula_behni,Thamnophilidae,Passeriformes,AVIBASE-0AA51604,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4159,Myrmotherula_grisea,Thamnophilidae,Passeriformes,AVIBASE-E2A877F7,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4160,Myrmotherula_unicolor,Thamnophilidae,Passeriformes,AVIBASE-1A166C56,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4161,Myrmotherula_snowi,Thamnophilidae,Passeriformes,AVIBASE-E26BC06E,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4162,Isleria_hauxwelli,Thamnophilidae,Passeriformes,AVIBASE-DCF9CFE8,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4163,Isleria_guttata,Thamnophilidae,Passeriformes,AVIBASE-29D98F31,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4164,Xenornis_setifrons,Thamnophilidae,Passeriformes,AVIBASE-181C3DF9,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4165,Thamnomanes_caesius,Thamnophilidae,Passeriformes,AVIBASE-E717D293,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4166,Thamnomanes_schistogynus,Thamnophilidae,Passeriformes,AVIBASE-CB05DF07,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4167,Thamnomanes_ardesiacus,Thamnophilidae,Passeriformes,AVIBASE-32180749,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4168,Thamnomanes_saturninus,Thamnophilidae,Passeriformes,AVIBASE-161229C0,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4169,Megastictus_margaritatus,Thamnophilidae,Passeriformes,AVIBASE-4FB0F5F3,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4170,Dichrozona_cincta,Thamnophilidae,Passeriformes,AVIBASE-4D776E0B,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4171,Rhopias_gularis,Thamnophilidae,Passeriformes,AVIBASE-C040B92F,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4172,Cymbilaimus_lineatus,Thamnophilidae,Passeriformes,AVIBASE-86C7F489,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4173,Cymbilaimus_sanctaemariae,Thamnophilidae,Passeriformes,AVIBASE-279C7965,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4174,Taraba_major,Thamnophilidae,Passeriformes,AVIBASE-0776F498,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4175,Batara_cinerea,Thamnophilidae,Passeriformes,AVIBASE-4EADEBB3,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4176,Hypoedaleus_guttatus,Thamnophilidae,Passeriformes,AVIBASE-69C21555,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4177,Mackenziaena_leachii,Thamnophilidae,Passeriformes,AVIBASE-B165F898,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4178,Mackenziaena_severa,Thamnophilidae,Passeriformes,AVIBASE-BE8716E0,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4179,Frederickena_viridis,Thamnophilidae,Passeriformes,AVIBASE-C3C71923,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4180,Frederickena_unduliger,Thamnophilidae,Passeriformes,AVIBASE-3C42048A,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4181,Frederickena_fulva,Thamnophilidae,Passeriformes,AVIBASE-74491D29,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4182,Sakesphorus_cristatus,Thamnophilidae,Passeriformes,AVIBASE-72E82D9C,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4183,Herpsilochmus_sellowi,Thamnophilidae,Passeriformes,AVIBASE-2587F820,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4184,Biatas_nigropectus,Thamnophilidae,Passeriformes,AVIBASE-091D9EB1,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4185,Dysithamnus_striaticeps,Thamnophilidae,Passeriformes,AVIBASE-28CB49C7,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4186,Dysithamnus_puncticeps,Thamnophilidae,Passeriformes,AVIBASE-D8D88AC0,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4187,Dysithamnus_plumbeus,Thamnophilidae,Passeriformes,AVIBASE-C355BFF5,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4188,Dysithamnus_mentalis,Thamnophilidae,Passeriformes,AVIBASE-90AD65F2,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4189,Dysithamnus_leucostictus,Thamnophilidae,Passeriformes,AVIBASE-0DA3A022,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4190,Dysithamnus_occidentalis,Thamnophilidae,Passeriformes,AVIBASE-F894C140,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4191,Dysithamnus_stictothorax,Thamnophilidae,Passeriformes,AVIBASE-E2B091E8,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4192,Dysithamnus_xanthopterus,Thamnophilidae,Passeriformes,AVIBASE-85F353D8,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4193,Herpsilochmus_pectoralis,Thamnophilidae,Passeriformes,AVIBASE-277F57DE,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4194,Herpsilochmus_rufimarginatus,Thamnophilidae,Passeriformes,AVIBASE-94479EAE,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4195,Herpsilochmus_roraimae,Thamnophilidae,Passeriformes,AVIBASE-039291B6,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4196,Herpsilochmus_axillaris,Thamnophilidae,Passeriformes,AVIBASE-009A3CAA,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4197,Herpsilochmus_longirostris,Thamnophilidae,Passeriformes,AVIBASE-EE3F7F41,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4198,Herpsilochmus_sticturus,Thamnophilidae,Passeriformes,AVIBASE-42B2013F,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4199,Herpsilochmus_dugandi,Thamnophilidae,Passeriformes,AVIBASE-2D649D9F,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4200,Herpsilochmus_gentryi,Thamnophilidae,Passeriformes,AVIBASE-881FE108,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4201,Herpsilochmus_dorsimaculatus,Thamnophilidae,Passeriformes,AVIBASE-9442883E,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4202,Herpsilochmus_stictocephalus,Thamnophilidae,Passeriformes,AVIBASE-17487809,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4203,Herpsilochmus_atricapillus,Thamnophilidae,Passeriformes,AVIBASE-38B867FD,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4204,Herpsilochmus_pileatus,Thamnophilidae,Passeriformes,AVIBASE-E6581183,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4205,Herpsilochmus_motacilloides,Thamnophilidae,Passeriformes,AVIBASE-57E1F692,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4206,Herpsilochmus_parkeri,Thamnophilidae,Passeriformes,AVIBASE-6E2505D7,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4207,Herpsilochmus_praedictus,Thamnophilidae,Passeriformes,AVIBASE-A0975D6E,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4208,Herpsilochmus_stotzi,Thamnophilidae,Passeriformes,AVIBASE-F1E7B851,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4209,Sakesphorus_canadensis,Thamnophilidae,Passeriformes,AVIBASE-E81903BC,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4210,Sakesphorus_luctuosus,Thamnophilidae,Passeriformes,AVIBASE-CFAC40E2,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4211,Thamnophilus_murinus,Thamnophilidae,Passeriformes,AVIBASE-AE3CEAED,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4212,Thamnophilus_schistaceus,Thamnophilidae,Passeriformes,AVIBASE-1464C2B0,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4213,Thamnophilus_doliatus,Thamnophilidae,Passeriformes,AVIBASE-484E85E3,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4214,Thamnophilus_ruficapillus,Thamnophilidae,Passeriformes,AVIBASE-48FD5F69,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4215,Thamnophilus_torquatus,Thamnophilidae,Passeriformes,AVIBASE-D1798A01,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4216,Thamnophilus_zarumae,Thamnophilidae,Passeriformes,AVIBASE-08E23D8A,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4217,Thamnophilus_multistriatus,Thamnophilidae,Passeriformes,AVIBASE-33EA04F1,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4218,Thamnophilus_palliatus,Thamnophilidae,Passeriformes,AVIBASE-66CBE0A3,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4219,Thamnophilus_tenuepunctatus,Thamnophilidae,Passeriformes,AVIBASE-682A5E90,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4220,Thamnophilus_bridgesi,Thamnophilidae,Passeriformes,AVIBASE-09D24802,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4221,Thamnophilus_atrinucha,Thamnophilidae,Passeriformes,AVIBASE-E61CE100,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4222,Thamnophilus_bernardi,Thamnophilidae,Passeriformes,AVIBASE-4B9EB1F4,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4223,Thamnophilus_amazonicus,Thamnophilidae,Passeriformes,AVIBASE-80DBA1ED,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4224,Thamnophilus_melanonotus,Thamnophilidae,Passeriformes,AVIBASE-B72A9344,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4225,Thamnophilus_divisorius,Thamnophilidae,Passeriformes,AVIBASE-CB889A42,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4226,Thamnophilus_insignis,Thamnophilidae,Passeriformes,AVIBASE-FC2ABAE9,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4227,Thamnophilus_melanothorax,Thamnophilidae,Passeriformes,AVIBASE-4AEAE517,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4228,Thamnophilus_nigriceps,Thamnophilidae,Passeriformes,AVIBASE-38B3D501,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4229,Thamnophilus_praecox,Thamnophilidae,Passeriformes,AVIBASE-21C497F4,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4230,Thamnophilus_nigrocinereus,Thamnophilidae,Passeriformes,AVIBASE-41100533,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4231,Thamnophilus_cryptoleucus,Thamnophilidae,Passeriformes,AVIBASE-E211C587,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4232,Thamnophilus_caerulescens,Thamnophilidae,Passeriformes,AVIBASE-6153F5B7,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4233,Thamnophilus_unicolor,Thamnophilidae,Passeriformes,AVIBASE-77152019,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4234,Thamnophilus_aethiops,Thamnophilidae,Passeriformes,AVIBASE-2ABCDA03,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4235,Thamnophilus_aroyae,Thamnophilidae,Passeriformes,AVIBASE-360A0ADB,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4236,Thamnophilus_punctatus,Thamnophilidae,Passeriformes,AVIBASE-3B9B9B3E,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4237,Thamnophilus_stictocephalus,Thamnophilidae,Passeriformes,AVIBASE-1DE98ED1,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4238,Thamnophilus_pelzelni,Thamnophilidae,Passeriformes,AVIBASE-220DDF4B,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4239,Thamnophilus_sticturus,Thamnophilidae,Passeriformes,AVIBASE-08F34A09,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4240,Thamnophilus_ambiguus,Thamnophilidae,Passeriformes,AVIBASE-69CB03CA,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4241,Poliocrania_exsul,Thamnophilidae,Passeriformes,AVIBASE-B61DB943,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4242,Ampelornis_griseiceps,Thamnophilidae,Passeriformes,AVIBASE-F705E3F2,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4243,Sipia_berlepschi,Thamnophilidae,Passeriformes,AVIBASE-C68B58B6,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4244,Sipia_palliata,Thamnophilidae,Passeriformes,AVIBASE-E492E478,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4245,Sipia_laemosticta,Thamnophilidae,Passeriformes,AVIBASE-0145FE4C,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4246,Sipia_nigricauda,Thamnophilidae,Passeriformes,AVIBASE-48C31429,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4247,Hypocnemoides_maculicauda,Thamnophilidae,Passeriformes,AVIBASE-B2B3FA6B,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4248,Hypocnemoides_melanopogon,Thamnophilidae,Passeriformes,AVIBASE-78853651,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4249,Hylophylax_punctulatus,Thamnophilidae,Passeriformes,AVIBASE-C207B0AF,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4250,Hylophylax_naevius,Thamnophilidae,Passeriformes,AVIBASE-363EDFA8,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4251,Hylophylax_naevioides,Thamnophilidae,Passeriformes,AVIBASE-87EC4643,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4252,Myrmoderus_eowilsoni,Thamnophilidae,Passeriformes,AVIBASE-C91B4325,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4253,Myrmoderus_ferrugineus,Thamnophilidae,Passeriformes,AVIBASE-228DEA40,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4254,Myrmoderus_ruficauda,Thamnophilidae,Passeriformes,AVIBASE-8926D22A,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4255,Myrmoderus_squamosus,Thamnophilidae,Passeriformes,AVIBASE-A17A24AF,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4256,Myrmoderus_loricatus,Thamnophilidae,Passeriformes,AVIBASE-0161CAAD,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4257,Sclateria_naevia,Thamnophilidae,Passeriformes,AVIBASE-54F437ED,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4258,Myrmelastes_schistaceus,Thamnophilidae,Passeriformes,AVIBASE-3587F35B,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4259,Myrmelastes_caurensis,Thamnophilidae,Passeriformes,AVIBASE-4F04F723,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4260,Myrmelastes_saturatus,Thamnophilidae,Passeriformes,AVIBASE-F30598FA,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4261,Myrmelastes_hyperythrus,Thamnophilidae,Passeriformes,AVIBASE-85D49ECB,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4262,Myrmelastes_rufifacies,Thamnophilidae,Passeriformes,AVIBASE-29F66F57,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4263,Myrmelastes_brunneiceps,Thamnophilidae,Passeriformes,AVIBASE-B4F54E3D,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4264,Myrmelastes_leucostigma,Thamnophilidae,Passeriformes,AVIBASE-9736A466,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4265,Myrmelastes_humaythae,Thamnophilidae,Passeriformes,AVIBASE-345A6DFB,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4266,Myrmeciza_longipes,Thamnophilidae,Passeriformes,AVIBASE-40373FE1,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4267,Rhopornis_ardesiacus,Thamnophilidae,Passeriformes,AVIBASE-48150C82,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4268,Myrmoborus_myotherinus,Thamnophilidae,Passeriformes,AVIBASE-F5CD9018,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4269,Myrmoborus_leucophrys,Thamnophilidae,Passeriformes,AVIBASE-C9620F9F,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4270,Myrmoborus_lugubris,Thamnophilidae,Passeriformes,AVIBASE-8484C800,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4271,Myrmoborus_lophotes,Thamnophilidae,Passeriformes,AVIBASE-2EBCC761,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4272,Myrmoborus_melanurus,Thamnophilidae,Passeriformes,AVIBASE-04CD9946,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4273,Pyriglena_leuconota,Thamnophilidae,Passeriformes,AVIBASE-83A1319F,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4274,Pyriglena_atra,Thamnophilidae,Passeriformes,AVIBASE-0ED689BD,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4275,Pyriglena_leucoptera,Thamnophilidae,Passeriformes,AVIBASE-95AE2108,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4276,Gymnocichla_nudiceps,Thamnophilidae,Passeriformes,AVIBASE-49788670,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4277,Akletos_goeldii,Thamnophilidae,Passeriformes,AVIBASE-1CE684D6,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4278,Akletos_melanoceps,Thamnophilidae,Passeriformes,AVIBASE-B1392808,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4279,Percnostola_arenarum,Thamnophilidae,Passeriformes,AVIBASE-83E8F82F,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4280,Percnostola_rufifrons,Thamnophilidae,Passeriformes,AVIBASE-B8FE31D0,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4281,Hafferia_fortis,Thamnophilidae,Passeriformes,AVIBASE-C4D9D479,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4282,Hafferia_immaculata,Thamnophilidae,Passeriformes,AVIBASE-F0768885,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4283,Hafferia_zeledoni,Thamnophilidae,Passeriformes,AVIBASE-7B3A4DDB,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4284,Phaenostictus_mcleannani,Thamnophilidae,Passeriformes,AVIBASE-C2AB74DB,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4285,Pithys_albifrons,Thamnophilidae,Passeriformes,AVIBASE-A7350D05,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4286,Pithys_castaneus,Thamnophilidae,Passeriformes,AVIBASE-2F653920,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4287,Willisornis_poecilinotus,Thamnophilidae,Passeriformes,AVIBASE-92F221D7,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4288,Willisornis_vidua,Thamnophilidae,Passeriformes,AVIBASE-0B0F97FD,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4289,Phlegopsis_erythroptera,Thamnophilidae,Passeriformes,AVIBASE-17870D49,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4290,Phlegopsis_nigromaculata,Thamnophilidae,Passeriformes,AVIBASE-6FC078E5,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4291,Phlegopsis_borbae,Thamnophilidae,Passeriformes,AVIBASE-1154B900,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4292,Oneillornis_salvini,Thamnophilidae,Passeriformes,AVIBASE-CE51E244,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4293,Oneillornis_lunulatus,Thamnophilidae,Passeriformes,AVIBASE-C3D6FB50,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4294,Gymnopithys_rufigula,Thamnophilidae,Passeriformes,AVIBASE-2AE442D9,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4295,Gymnopithys_leucaspis,Thamnophilidae,Passeriformes,AVIBASE-235DE47B,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4296,Gymnopithys_bicolor,Thamnophilidae,Passeriformes,AVIBASE-0351F4F2,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4297,Rhegmatorhina_cristata,Thamnophilidae,Passeriformes,AVIBASE-4CFC491A,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4298,Rhegmatorhina_melanosticta,Thamnophilidae,Passeriformes,AVIBASE-64B07D94,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4299,Rhegmatorhina_gymnops,Thamnophilidae,Passeriformes,AVIBASE-B02C4DCC,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4300,Rhegmatorhina_hoffmannsi,Thamnophilidae,Passeriformes,AVIBASE-219B34AC,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4301,Rhegmatorhina_berlepschi,Thamnophilidae,Passeriformes,AVIBASE-3B465A69,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4302,Cercomacra_manu,Thamnophilidae,Passeriformes,AVIBASE-AACD51BD,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4303,Cercomacra_brasiliana,Thamnophilidae,Passeriformes,AVIBASE-035EB456,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4304,Cercomacra_cinerascens,Thamnophilidae,Passeriformes,AVIBASE-E807EA75,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4305,Cercomacra_melanaria,Thamnophilidae,Passeriformes,AVIBASE-2B0F30E3,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4306,Cercomacra_ferdinandi,Thamnophilidae,Passeriformes,AVIBASE-9140B2FF,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4307,Cercomacra_carbonaria,Thamnophilidae,Passeriformes,AVIBASE-35828EAF,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4308,Cercomacra_nigricans,Thamnophilidae,Passeriformes,AVIBASE-88A9D9C5,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4309,Cercomacroides_nigrescens,Thamnophilidae,Passeriformes,AVIBASE-580A07F8,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4310,Cercomacroides_laeta,Thamnophilidae,Passeriformes,AVIBASE-AA418933,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4311,Cercomacroides_serva,Thamnophilidae,Passeriformes,AVIBASE-E4E8CE6C,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4312,Cercomacroides_tyrannina,Thamnophilidae,Passeriformes,AVIBASE-7064BD02,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4313,Cercomacroides_parkeri,Thamnophilidae,Passeriformes,AVIBASE-C40F0FE2,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4314,Sciaphylax_castanea,Thamnophilidae,Passeriformes,AVIBASE-30B38306,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4315,Sciaphylax_hemimelaena,Thamnophilidae,Passeriformes,AVIBASE-34774DAD,Thamnophilidae,237,Thamnophilidae,234,0.99,,
4316,Drymophila_squamata,Thamnophilidae,Passeriformes,AVIBASE-ECED89A9,Thamnophilidae,237,Thamnophilidae,234,0.99,,
