Sequence,TipLabel,Family2,Order2,Avibase.ID2,FamilyTotal.ClementFam,FamilyTotal.Freq,FamilyIncluded.Var1,FamilyIncluded.Freq,Completeness,synonym,notes
7910,Anomalospiza_imberbis,Viduidae,Passeriformes,AVIBASE-C97A5C39,Viduidae,20,Viduidae,19,0.95,,
7911,Vidua_hypocherina,Viduidae,Passeriformes,AVIBASE-8D05A048,Viduidae,20,Viduidae,19,0.95,,
7912,Vidua_macroura,Viduidae,Passeriformes,AVIBASE-673E66F0,Viduidae,20,Viduidae,19,0.95,,
7913,Vidua_paradisaea,Viduidae,Passeriformes,AVIBASE-ACF0F1A2,Viduidae,20,Viduidae,19,0.95,,
7914,Vidua_obtusa,Viduidae,Passeriformes,AVIBASE-C1A42CCA,Viduidae,20,Viduidae,19,0.95,,
7915,Vidua_orientalis,Viduidae,Passeriformes,AVIBASE-DFCFAB2A,Viduidae,20,Viduidae,19,0.95,Vidua orientalis,
7916,Vidua_interjecta,Viduidae,Passeriformes,AVIBASE-78607A22,Viduidae,20,Viduidae,19,0.95,,
7917,Vidua_fischeri,Viduidae,Passeriformes,AVIBASE-424B857C,Viduidae,20,Viduidae,19,0.95,,
7918,Vidua_regia,Viduidae,Passeriformes,AVIBASE-019E8CA3,Viduidae,20,Viduidae,19,0.95,,
7919,Vidua_chalybeata,Viduidae,Passeriformes,AVIBASE-BA01A793,Viduidae,20,Viduidae,19,0.95,,
7920,Vidua_funerea,Viduidae,Passeriformes,AVIBASE-49EF9657,Viduidae,20,Viduidae,19,0.95,,
7921,Vidua_codringtoni,Viduidae,Passeriformes,AVIBASE-634F5756,Viduidae,20,Viduidae,19,0.95,,
7922,Vidua_purpurascens,Viduidae,Passeriformes,AVIBASE-2AA13F1D,Viduidae,20,Viduidae,19,0.95,,
7923,Vidua_wilsoni,Viduidae,Passeriformes,AVIBASE-0D1546EC,Viduidae,20,Viduidae,19,0.95,,
7924,Vidua_raricola,Viduidae,Passeriformes,AVIBASE-30A131ED,Viduidae,20,Viduidae,19,0.95,,
7925,Vidua_nigeriae,Viduidae,Passeriformes,AVIBASE-86FBD1A0,Viduidae,20,Viduidae,19,0.95,,
7926,Vidua_camerunensis,Viduidae,Passeriformes,AVIBASE-A37F0FEC,Viduidae,20,Viduidae,19,0.95,,
7927,Vidua_larvaticola,Viduidae,Passeriformes,AVIBASE-04D7BC6C,Viduidae,20,Viduidae,19,0.95,,
7928,Vidua_maryae,Viduidae,Passeriformes,AVIBASE-12EC9197,Viduidae,20,Viduidae,19,0.95,,
7929,Heteromunia_pectoralis,Estrildidae,Passeriformes,AVIBASE-E6B72B68,Estrildidae,138,Estrildidae,102,0.74,,
7930,Stagonopleura_guttata,Estrildidae,Passeriformes,AVIBASE-00AF5DA1,Estrildidae,138,Estrildidae,102,0.74,,
7931,Stagonopleura_oculata,Estrildidae,Passeriformes,AVIBASE-AA0BCF4A,Estrildidae,138,Estrildidae,102,0.74,,
7932,Emblema_bella,Estrildidae,Passeriformes,AVIBASE-82ABFD7F,Estrildidae,138,Estrildidae,102,0.74,Stagonopleura bella,"JAT/SC, please check: OK"
7933,Neochmia_temporalis,Estrildidae,Passeriformes,AVIBASE-4359B503,Estrildidae,138,Estrildidae,102,0.74,,
7934,Neochmia_phaeton,Estrildidae,Passeriformes,AVIBASE-F8A8E284,Estrildidae,138,Estrildidae,102,0.74,,
7935,Emblema_picta,Estrildidae,Passeriformes,AVIBASE-AA669EFC,Estrildidae,138,Estrildidae,102,0.74,Emblema pictum,
7936,Neochmia_ruficauda,Estrildidae,Passeriformes,AVIBASE-FC54497E,Estrildidae,138,Estrildidae,102,0.74,Neochmia ruficauda,
7937,Neochmia_modesta,Estrildidae,Passeriformes,AVIBASE-80FEE3DC,Estrildidae,138,Estrildidae,102,0.74,Neochmia modesta,
7938,Taenopygia_bichenovii,Estrildidae,Passeriformes,AVIBASE-4DF9C4F6,Estrildidae,138,Estrildidae,102,0.74,Taeniopygia bichenovii,
7939,Taenopygia_castanotis,Estrildidae,Passeriformes,AVIBASE-CAEA2737,Estrildidae,138,Estrildidae,102,0.74,Taeniopygia castanotis,
7940,Poephila_personata,Estrildidae,Passeriformes,AVIBASE-6642D95D,Estrildidae,138,Estrildidae,102,0.74,,
7941,Poephila_cincta,Estrildidae,Passeriformes,AVIBASE-72840F17,Estrildidae,138,Estrildidae,102,0.74,,
7942,Poephila_acuticauda,Estrildidae,Passeriformes,AVIBASE-1C1BB52B,Estrildidae,138,Estrildidae,102,0.74,,
7943,Lonchura_griseicapilla,Estrildidae,Passeriformes,AVIBASE-7D6F12FE,Estrildidae,138,Estrildidae,102,0.74,Spermestes griseicapilla,
7944,Spermestes_cucullata,Estrildidae,Passeriformes,AVIBASE-142E4CB7,Estrildidae,138,Estrildidae,102,0.74,,
7945,Spermestes_bicolor,Estrildidae,Passeriformes,AVIBASE-E358EC8A,Estrildidae,138,Estrildidae,102,0.74,,
7946,Spermestes_fringilloides,Estrildidae,Passeriformes,AVIBASE-64E386FE,Estrildidae,138,Estrildidae,102,0.74,,
7947,Lonchura_nana,Estrildidae,Passeriformes,AVIBASE-9E75E6F9,Estrildidae,138,Estrildidae,102,0.74,Lepidopygia nana,
7948,Lonchura_cantans,Estrildidae,Passeriformes,AVIBASE-FC6A9CD0,Estrildidae,138,Estrildidae,102,0.74,Euodice cantans,
7949,Lonchura_malabarica,Estrildidae,Passeriformes,AVIBASE-C03E353A,Estrildidae,138,Estrildidae,102,0.74,Euodice malabarica,
7950,Padda_oryzivora,Estrildidae,Passeriformes,AVIBASE-549BEA0C,Estrildidae,138,Estrildidae,102,0.74,,
7951,Lonchura_leucosticta,Estrildidae,Estrildidae,AVIBASE-6ECF5020,Estrildidae,138,Estrildidae,102,0.74,,birdlife-avonet synonymy
7952,Lonchura_punctulata,Estrildidae,Passeriformes,AVIBASE-6D4F72B1,Estrildidae,138,Estrildidae,102,0.74,,
7953,Lonchura_kelaarti,Estrildidae,Passeriformes,AVIBASE-9138891C,Estrildidae,138,Estrildidae,102,0.74,,
7954,Lonchura_molucca,Estrildidae,Passeriformes,AVIBASE-F84846C3,Estrildidae,138,Estrildidae,102,0.74,,
7955,Lonchura_striata,Estrildidae,Passeriformes,AVIBASE-22BE6FC5,Estrildidae,138,Estrildidae,102,0.74,,
7956,Lonchura_fuscans,Estrildidae,Passeriformes,AVIBASE-F1F444EE,Estrildidae,138,Estrildidae,102,0.74,,
7957,Lonchura_leucogastra,Estrildidae,Passeriformes,AVIBASE-63392C0E,Estrildidae,138,Estrildidae,102,0.74,,
7958,Lonchura_leucogastroides,Estrildidae,Passeriformes,AVIBASE-C4445409,Estrildidae,138,Estrildidae,102,0.74,,
7959,Lonchura_maja,Estrildidae,Passeriformes,AVIBASE-E92CE1F0,Estrildidae,138,Estrildidae,102,0.74,,
7960,Lonchura_atricapilla,Estrildidae,Passeriformes,AVIBASE-5634598A,Estrildidae,138,Estrildidae,102,0.74,,
7961,Lonchura_teerinki,Estrildidae,Passeriformes,AVIBASE-34A03C70,Estrildidae,138,Estrildidae,102,0.74,,
7962,Lonchura_caniceps,Estrildidae,Passeriformes,AVIBASE-68DA304C,Estrildidae,138,Estrildidae,102,0.74,,
7963,Lonchura_spectabilis,Estrildidae,Passeriformes,AVIBASE-5E0856C9,Estrildidae,138,Estrildidae,102,0.74,,
7964,Lonchura_flaviprymna,Estrildidae,Passeriformes,AVIBASE-E3DD5ABD,Estrildidae,138,Estrildidae,102,0.74,,
7965,Lonchura_quinticolor,Estrildidae,Passeriformes,AVIBASE-497038CC,Estrildidae,138,Estrildidae,102,0.74,,
7966,Lonchura_castaneothorax,Estrildidae,Passeriformes,AVIBASE-468F5860,Estrildidae,138,Estrildidae,102,0.74,,
7967,Chloebia_gouldiae,Estrildidae,Passeriformes,AVIBASE-886A8AB7,Estrildidae,138,Estrildidae,102,0.74,,
7968,Erythrura_prasina,Estrildidae,Passeriformes,AVIBASE-C8D798BA,Estrildidae,138,Estrildidae,102,0.74,,
7969,Erythrura_hyperythra,Estrildidae,Passeriformes,AVIBASE-CF1F8158,Estrildidae,138,Estrildidae,102,0.74,,
7970,Erythrura_psittacea,Estrildidae,Passeriformes,AVIBASE-39D00123,Estrildidae,138,Estrildidae,102,0.74,,
7971,Erythrura_cyanovirens,Estrildidae,Passeriformes,AVIBASE-7775B5DA,Estrildidae,138,Estrildidae,102,0.74,Erythrura cyaneovirens,
7972,Erythrura_tricolor,Estrildidae,Passeriformes,AVIBASE-58F4664B,Estrildidae,138,Estrildidae,102,0.74,,
7973,Erythrura_coloria,Estrildidae,Passeriformes,AVIBASE-B6EA0B9C,Estrildidae,138,Estrildidae,102,0.74,,
7974,Erythrura_trichroa,Estrildidae,Passeriformes,AVIBASE-A47408C2,Estrildidae,138,Estrildidae,102,0.74,,
7975,Erythrura_papuana,Estrildidae,Passeriformes,AVIBASE-F7429922,Estrildidae,138,Estrildidae,102,0.74,,
7976,Nesocharis_ansorgei,Estrildidae,Passeriformes,AVIBASE-99453701,Estrildidae,138,Estrildidae,102,0.74,,
7977,Coccopygia_quartinia,Estrildidae,Passeriformes,AVIBASE-B9BE800C,Estrildidae,138,Estrildidae,102,0.74,,
7978,Coccopygia_melanotis,Estrildidae,Passeriformes,AVIBASE-7CB6CE7B,Estrildidae,138,Estrildidae,102,0.74,,
7979,Mandingoa_nitidula,Estrildidae,Passeriformes,AVIBASE-1A6B766A,Estrildidae,138,Estrildidae,102,0.74,,
7980,Cryptospiza_shelleyi,Estrildidae,Passeriformes,AVIBASE-1C1A87C4,Estrildidae,138,Estrildidae,102,0.74,,
7981,Cryptospiza_jacksoni,Estrildidae,Passeriformes,AVIBASE-7E6DF5D5,Estrildidae,138,Estrildidae,102,0.74,,
7982,Cryptospiza_salvadorii,Estrildidae,Passeriformes,AVIBASE-98B15EE7,Estrildidae,138,Estrildidae,102,0.74,,
7983,Cryptospiza_reichenovii,Estrildidae,Passeriformes,AVIBASE-E034D9D9,Estrildidae,138,Estrildidae,102,0.74,,
7984,Parmoptila_rubrifrons,Estrildidae,Passeriformes,AVIBASE-6B6E52A1,Estrildidae,138,Estrildidae,102,0.74,,
7985,Parmoptila_woodhousei,Estrildidae,Passeriformes,AVIBASE-06C33419,Estrildidae,138,Estrildidae,102,0.74,,
7986,Parmoptila_jamesoni,Estrildidae,Passeriformes,AVIBASE-39D5C361,Estrildidae,138,Estrildidae,102,0.74,,
7987,Nigrita_fusconotus,Estrildidae,Passeriformes,AVIBASE-F3B46894,Estrildidae,138,Estrildidae,102,0.74,,
7988,Nigrita_bicolor,Estrildidae,Passeriformes,AVIBASE-AD1CBF5A,Estrildidae,138,Estrildidae,102,0.74,,
7989,Nigrita_canicapilla,Estrildidae,Passeriformes,AVIBASE-B15F4C49,Estrildidae,138,Estrildidae,102,0.74,Nigrita canicapillus,
7990,Nigrita_luteifrons,Estrildidae,Passeriformes,AVIBASE-AE4727FB,Estrildidae,138,Estrildidae,102,0.74,,
7991,Nesocharis_capistrata,Estrildidae,Estrildidae,AVIBASE-2AD189C1,Estrildidae,138,Estrildidae,102,0.74,,birdlife-avonet synonymy
7992,Estrilda_erythronotos,Estrildidae,Estrildidae,AVIBASE-842FF43C,Estrildidae,138,Estrildidae,102,0.74,,birdlife-avonet synonymy
7993,Estrilda_pereinni,Estrildidae,Passeriformes,AVIBASE-BC75EA9A,Estrildidae,138,Estrildidae,102,0.74,Estrilda perreini,
7994,Estrilda_caerulescens,Estrildidae,Passeriformes,AVIBASE-174BFAB6,Estrildidae,138,Estrildidae,102,0.74,Glaucestrilda caerulescens,
7995,Estrilda_atricapilla,Estrildidae,Passeriformes,AVIBASE-16E6A0F3,Estrildidae,138,Estrildidae,102,0.74,,
7996,Estrilda_nonnula,Estrildidae,Passeriformes,AVIBASE-2680F124,Estrildidae,138,Estrildidae,102,0.74,,
7997,Estrilda_melpoda,Estrildidae,Passeriformes,AVIBASE-1E79A7D7,Estrildidae,138,Estrildidae,102,0.74,,
7998,Estrilda_paludicola,Estrildidae,Passeriformes,AVIBASE-1066028B,Estrildidae,138,Estrildidae,102,0.74,,
7999,Estrilda_astrild,Estrildidae,Passeriformes,AVIBASE-61CB98C0,Estrildidae,138,Estrildidae,102,0.74,,
8000,Estrilda_rhodopyga,Estrildidae,Passeriformes,AVIBASE-6DD8F10F,Estrildidae,138,Estrildidae,102,0.74,,
8001,Estrilda_troglodytes,Estrildidae,Passeriformes,AVIBASE-D30DC715,Estrildidae,138,Estrildidae,102,0.74,,
8002,Ortygospiza_atricapilla,Estrildidae,Passeriformes,AVIBASE-94AD8E4A,Estrildidae,138,Estrildidae,102,0.74,Ortygospiza_atricollis,suspected error
8003,Amadina_fasciata,Estrildidae,Passeriformes,AVIBASE-CDDA63E0,Estrildidae,138,Estrildidae,102,0.74,,
8004,Amadina_erythrocephala,Estrildidae,Passeriformes,AVIBASE-13BE59E4,Estrildidae,138,Estrildidae,102,0.74,,
8005,Amandava_formosa,Estrildidae,Passeriformes,AVIBASE-7423EBDD,Estrildidae,138,Estrildidae,102,0.74,,
8006,Amandava_amandava,Estrildidae,Passeriformes,AVIBASE-F30FC757,Estrildidae,138,Estrildidae,102,0.74,,
8007,Amandava_subflava,Estrildidae,Passeriformes,AVIBASE-ECC40D44,Estrildidae,138,Estrildidae,102,0.74,,
8008,Uraeginthus_ianthinogaster,Estrildidae,Passeriformes,AVIBASE-DE689967,Estrildidae,138,Estrildidae,102,0.74,Granatina ianthinogaster,
8009,Uraeginthus_granatinus,Estrildidae,Passeriformes,AVIBASE-E247988F,Estrildidae,138,Estrildidae,102,0.74,Granatina granatina,
8010,Uraeginthus_angolensis,Estrildidae,Passeriformes,AVIBASE-B40A6BCD,Estrildidae,138,Estrildidae,102,0.74,,
8011,Uraeginthus_cyanocephalus,Estrildidae,Passeriformes,AVIBASE-5CAE6778,Estrildidae,138,Estrildidae,102,0.74,,
8012,Uraeginthus_bengalus,Estrildidae,Passeriformes,AVIBASE-EAE77D96,Estrildidae,138,Estrildidae,102,0.74,,
8013,Pyrenestes_minor,Estrildidae,Passeriformes,AVIBASE-A24ED820,Estrildidae,138,Estrildidae,102,0.74,,
8014,Pyrenestes_ostrinus,Estrildidae,Passeriformes,AVIBASE-2CC91390,Estrildidae,138,Estrildidae,102,0.74,,
8015,Pyrenestes_sanguineus,Estrildidae,Passeriformes,AVIBASE-E617A8C3,Estrildidae,138,Estrildidae,102,0.74,,
8016,Spermophaga_poliogenys,Estrildidae,Passeriformes,AVIBASE-AEAD40DD,Estrildidae,138,Estrildidae,102,0.74,,
8017,Spermophaga_haematina,Estrildidae,Passeriformes,AVIBASE-3817DA4A,Estrildidae,138,Estrildidae,102,0.74,,
8018,Spermophaga_ruficapilla,Estrildidae,Passeriformes,AVIBASE-46A1FC77,Estrildidae,138,Estrildidae,102,0.74,,
8019,Pytilia_melba,Estrildidae,Passeriformes,AVIBASE-01A3BE3C,Estrildidae,138,Estrildidae,102,0.74,,
8020,Pytilia_afra,Estrildidae,Passeriformes,AVIBASE-6A1ED1C2,Estrildidae,138,Estrildidae,102,0.74,,
8021,Pytilia_hypogrammica,Estrildidae,Passeriformes,AVIBASE-1AAAEAFD,Estrildidae,138,Estrildidae,102,0.74,,
8022,Pytilia_phoenicoptera,Estrildidae,Passeriformes,AVIBASE-C7891867,Estrildidae,138,Estrildidae,102,0.74,,
8023,Euschistospiza_dybowskii,Estrildidae,Passeriformes,AVIBASE-76B35118,Estrildidae,138,Estrildidae,102,0.74,,
8024,Hypargos_niveoguttatus,Estrildidae,Passeriformes,AVIBASE-50490520,Estrildidae,138,Estrildidae,102,0.74,,
8025,Clytospiza_monteiri,Estrildidae,Passeriformes,AVIBASE-BD7558AD,Estrildidae,138,Estrildidae,102,0.74,,
8026,Lagonosticta_senegala,Estrildidae,Passeriformes,AVIBASE-B4A4E4BF,Estrildidae,138,Estrildidae,102,0.74,,
8027,Lagonosticta_rara,Estrildidae,Passeriformes,AVIBASE-27012CC9,Estrildidae,138,Estrildidae,102,0.74,,
8028,Lagonosticta_larvata,Estrildidae,Passeriformes,AVIBASE-88C74BEE,Estrildidae,138,Estrildidae,102,0.74,,
8029,Lagonosticta_rubricata,Estrildidae,Passeriformes,AVIBASE-8153E1B0,Estrildidae,138,Estrildidae,102,0.74,,
8030,Lagonosticta_rhodopareia,Estrildidae,Passeriformes,AVIBASE-871F32D9,Estrildidae,138,Estrildidae,102,0.74,,
8031,Peucedramus_taeniatus,Peucedramidae,Passeriformes,AVIBASE-9D945327,Peucedramidae,1,Peucedramidae,1,1.00,,
8032,Prunella_himalayana,Prunellidae,Passeriformes,AVIBASE-EB8501AD,Prunellidae,12,Prunellidae,13,1.08,,
8033,Prunella_collaris,Prunellidae,Passeriformes,AVIBASE-A783468F,Prunellidae,12,Prunellidae,13,1.08,,
8034,Prunella_immaculata,Prunellidae,Passeriformes,AVIBASE-D47C1AA7,Prunellidae,12,Prunellidae,13,1.08,,
8035,Prunella_rubeculoides,Prunellidae,Passeriformes,AVIBASE-0158561B,Prunellidae,12,Prunellidae,13,1.08,,
8036,Prunella_koslowi,Prunellidae,Passeriformes,AVIBASE-38790757,Prunellidae,12,Prunellidae,13,1.08,,
8037,Prunella_fulvescens,Prunellidae,Passeriformes,AVIBASE-AEBE407C,Prunellidae,12,Prunellidae,13,1.08,,
8038,Prunella_strophiata,Prunellidae,Passeriformes,AVIBASE-68193296,Prunellidae,12,Prunellidae,13,1.08,,
8039,Prunella_rubida,Prunellidae,Passeriformes,AVIBASE-18D3C762,Prunellidae,12,Prunellidae,13,1.08,,
8040,Prunella_montanella,Prunellidae,Passeriformes,AVIBASE-D3220040,Prunellidae,12,Prunellidae,13,1.08,,
8041,Prunella_modularis,Prunellidae,Passeriformes,AVIBASE-26530C86,Prunellidae,12,Prunellidae,13,1.08,,
8042,Prunella_atrogularis,Prunellidae,Passeriformes,AVIBASE-C68A31C1,Prunellidae,12,Prunellidae,13,1.08,,
8043,Prunella_ocularis,Prunellidae,Passeriformes,AVIBASE-E48FE505,Prunellidae,12,Prunellidae,13,1.08,,
8044,Prunella_fagani,Prunellidae,Passeriformes,AVIBASE-14C13A71,Prunellidae,12,Prunellidae,13,1.08,,
8045,Urocynchramus_pylzowi,Urocynchramidae,Passeriformes,AVIBASE-80262BF2,Urocynchramidae,1,Urocynchramidae,1,1.00,,
8046,Petronia_petronia,Passeridae,Passeriformes,AVIBASE-F8748F12,Passeridae,43,Passeridae,27,0.63,,
8047,Montifringilla_henrici,Passeridae,Passeriformes,AVIBASE-D1C47869,Passeridae,43,Passeridae,27,0.63,,
8048,Montifringilla_adamsi,Passeridae,Passeriformes,AVIBASE-0039BCC0,Passeridae,43,Passeridae,27,0.63,,
8049,Montifringilla_nivalis,Passeridae,Passeriformes,AVIBASE-3E389D03,Passeridae,43,Passeridae,27,0.63,,
8050,Onychostruthus_taczanowskii,Passeridae,Passeridae,AVIBASE-B0303029,Passeridae,43,Passeridae,27,0.63,,birdlife-avonet synonymy
8051,Pyrgilauda_ruficollis,Passeridae,Passeridae,AVIBASE-24BD3553,Passeridae,43,Passeridae,27,0.63,,birdlife-avonet synonymy
8052,Pyrgilauda_davidiana,Passeridae,Passeridae,AVIBASE-3F9357EF,Passeridae,43,Passeridae,27,0.63,,birdlife-avonet synonymy
8053,Pyrgilauda_blanfordi,Passeridae,Passeridae,AVIBASE-5DE8CA02,Passeridae,43,Passeridae,27,0.63,,birdlife-avonet synonymy
8054,Gymnoris_dentata,Passeridae,Passeriformes,AVIBASE-969A369C,Passeridae,43,Passeridae,27,0.63,,
8055,Gymnoris_superciliaris,Passeridae,Passeriformes,AVIBASE-E323BF95,Passeridae,43,Passeridae,27,0.63,,
8056,Gymnoris_xanthocollis,Passeridae,Passeriformes,AVIBASE-77CBF484,Passeridae,43,Passeridae,27,0.63,,
8057,Passer_diffusus,Passeridae,Passeriformes,AVIBASE-7EB3ECC4,Passeridae,43,Passeridae,27,0.63,,
8058,Passer_griseus,Passeridae,Passeriformes,AVIBASE-E10D0809,Passeridae,43,Passeridae,27,0.63,,
8059,Passer_melanurus,Passeridae,Passeriformes,AVIBASE-DEE88DF6,Passeridae,43,Passeridae,27,0.63,,
8060,Passer_motitensis,Passeridae,Passeriformes,AVIBASE-3E2EFDA6,Passeridae,43,Passeridae,27,0.63,,
8061,Passer_eminibey,Passeridae,Passeriformes,AVIBASE-D8F2F78B,Passeridae,43,Passeridae,27,0.63,,
8062,Passer_rutilans,Passeridae,Passeriformes,AVIBASE-469D6B56,Passeridae,43,Passeridae,27,0.63,Passer cinnamomeus,
8063,Passer_ammodendri,Passeridae,Passeriformes,AVIBASE-17AC96E0,Passeridae,43,Passeridae,27,0.63,,
8064,Passer_iagoensis,Passeridae,Passeriformes,AVIBASE-ECD1267B,Passeridae,43,Passeridae,27,0.63,,
8065,Passer_moabiticus,Passeridae,Passeriformes,AVIBASE-7D19D9ED,Passeridae,43,Passeridae,27,0.63,,
8066,Passer_luteus,Passeridae,Passeriformes,AVIBASE-4C373DA1,Passeridae,43,Passeridae,27,0.63,,
8067,Passer_montanus,Passeridae,Passeriformes,AVIBASE-C22FBF8D,Passeridae,43,Passeridae,27,0.63,,
8068,Passer_flaveolus,Passeridae,Passeriformes,AVIBASE-AABF0A3A,Passeridae,43,Passeridae,27,0.63,,
8069,Passer_hispaniolensis,Passeridae,Passeriformes,AVIBASE-5A8E09A1,Passeridae,43,Passeridae,27,0.63,,
8070,Passer_castanopterus,Passeridae,Passeriformes,AVIBASE-1D25E0DB,Passeridae,43,Passeridae,27,0.63,,
8071,Passer_italiae,Passeridae,Passeriformes,AVIBASE-3718C3F9,Passeridae,43,Passeridae,27,0.63,,
8072,Passer_domesticus,Passeridae,Passeriformes,AVIBASE-240E3390,Passeridae,43,Passeridae,27,0.63,,
8073,Dendronanthus_indicus,Motacillidae,Passeriformes,AVIBASE-8E872FAA,Motacillidae,69,Motacillidae,48,0.70,,
8074,Motacilla_flaviventris,Motacillidae,Passeriformes,AVIBASE-B034A3E6,Motacillidae,69,Motacillidae,48,0.70,,
8075,Motacilla_clara,Motacillidae,Passeriformes,AVIBASE-747B3A52,Motacillidae,69,Motacillidae,48,0.70,,
8076,Motacilla_bocagii,Motacillidae,Passeriformes,AVIBASE-47CB67FD,Motacillidae,69,Motacillidae,48,0.70,,
8077,Motacilla_capensis,Motacillidae,Passeriformes,AVIBASE-4F2CC293,Motacillidae,69,Motacillidae,48,0.70,,
8078,Motacilla_cinerea,Motacillidae,Passeriformes,AVIBASE-AE073221,Motacillidae,69,Motacillidae,48,0.70,,
8079,Motacilla_flava,Motacillidae,Passeriformes,AVIBASE-5983D677,Motacillidae,69,Motacillidae,48,0.70,,
8080,Motacilla_citreola,Motacillidae,Passeriformes,AVIBASE-5B0295C1,Motacillidae,69,Motacillidae,48,0.70,,
8081,Motacilla_tschutschensis,Motacillidae,Passeriformes,AVIBASE-5487B650,Motacillidae,69,Motacillidae,48,0.70,,
8082,Motacilla_maderaspatensis,Motacillidae,Passeriformes,AVIBASE-F75CF94C,Motacillidae,69,Motacillidae,48,0.70,,
8083,Motacilla_aguimp,Motacillidae,Passeriformes,AVIBASE-CE7D41A6,Motacillidae,69,Motacillidae,48,0.70,,
8084,Motacilla_grandis,Motacillidae,Passeriformes,AVIBASE-B9F2A8B6,Motacillidae,69,Motacillidae,48,0.70,,
8085,Motacilla_subpersonata,Motacillidae,Passeriformes,AVIBASE-24956ECB,Motacillidae,69,Motacillidae,48,0.70,,Mostly considered ssp. of alba
8086,Motacilla_lugens,Motacillidae,Passeriformes,AVIBASE-0C6E6012,Motacillidae,69,Motacillidae,48,0.70,,Mostly considered ssp. of alba
8087,Motacilla_alba,Motacillidae,Passeriformes,AVIBASE-400E032C,Motacillidae,69,Motacillidae,48,0.70,,
8088,Anthus_sylvanus,Motacillidae,Passeriformes,AVIBASE-E097F2EC,Motacillidae,69,Motacillidae,48,0.70,,
8089,Anthus_godlewskii,Motacillidae,Passeriformes,AVIBASE-9F65782F,Motacillidae,69,Motacillidae,48,0.70,,
8090,Anthus_similis,Motacillidae,Passeriformes,AVIBASE-ECFF22D2,Motacillidae,69,Motacillidae,48,0.70,,
8091,Anthus_campestris,Motacillidae,Passeriformes,AVIBASE-250CDA58,Motacillidae,69,Motacillidae,48,0.70,,
8092,Anthus_berthelotii,Motacillidae,Passeriformes,AVIBASE-B17CFF22,Motacillidae,69,Motacillidae,48,0.70,,
8093,Anthus_nyassae,Motacillidae,Passeriformes,AVIBASE-C21A0347,Motacillidae,69,Motacillidae,48,0.70,,
8094,Anthus_novaeseelandiae,Motacillidae,Passeriformes,AVIBASE-7BF0555A,Motacillidae,69,Motacillidae,48,0.70,,
8095,Anthus_hoeschi,Motacillidae,Passeriformes,AVIBASE-B855F1E4,Motacillidae,69,Motacillidae,48,0.70,,
8096,Anthus_rufulus,Motacillidae,Passeriformes,AVIBASE-57A0C80B,Motacillidae,69,Motacillidae,48,0.70,,
8097,Anthus_richardi,Motacillidae,Passeriformes,AVIBASE-41ECD10E,Motacillidae,69,Motacillidae,48,0.70,,
8098,Macronyx_croceus,Motacillidae,Passeriformes,AVIBASE-0D9BFED1,Motacillidae,69,Motacillidae,48,0.70,,
8099,Tmetothylacus_tenellus,Motacillidae,Passeriformes,AVIBASE-B9104F62,Motacillidae,69,Motacillidae,48,0.70,,
8100,Anthus_lineiventris,Motacillidae,Passeriformes,AVIBASE-C69E0E28,Motacillidae,69,Motacillidae,48,0.70,,
8101,Anthus_brachyurus,Motacillidae,Passeriformes,AVIBASE-E6629C69,Motacillidae,69,Motacillidae,48,0.70,,
8102,Anthus_cinnamomeus,Motacillidae,Passeriformes,AVIBASE-0D7CC717,Motacillidae,69,Motacillidae,48,0.70,,
8103,Anthus_furcatus,Motacillidae,Passeriformes,AVIBASE-8DAF3F7F,Motacillidae,69,Motacillidae,48,0.70,,
8104,Anthus_spragueii,Motacillidae,Passeriformes,AVIBASE-BF380B5D,Motacillidae,69,Motacillidae,48,0.70,,
8105,Anthus_lutescens,Motacillidae,Passeriformes,AVIBASE-5CAA1EA8,Motacillidae,69,Motacillidae,48,0.70,,
8106,Anthus_bogotensis,Motacillidae,Passeriformes,AVIBASE-5FC6B003,Motacillidae,69,Motacillidae,48,0.70,,
8107,Anthus_hellmayri,Motacillidae,Passeriformes,AVIBASE-D46D5344,Motacillidae,69,Motacillidae,48,0.70,,
8108,Anthus_nattereri,Motacillidae,Passeriformes,AVIBASE-28F81C1C,Motacillidae,69,Motacillidae,48,0.70,,
8109,Anthus_antarcticus,Motacillidae,Passeriformes,AVIBASE-AAA4D21C,Motacillidae,69,Motacillidae,48,0.70,,
8110,Anthus_correndera,Motacillidae,Passeriformes,AVIBASE-0E627EF1,Motacillidae,69,Motacillidae,48,0.70,,
8111,Anthus_gustavi,Motacillidae,Passeriformes,AVIBASE-9DC4CC54,Motacillidae,69,Motacillidae,48,0.70,,
8112,Anthus_nilghiriensis,Motacillidae,Passeriformes,AVIBASE-9E5537A4,Motacillidae,69,Motacillidae,48,0.70,,
8113,Anthus_trivialis,Motacillidae,Passeriformes,AVIBASE-365F5E97,Motacillidae,69,Motacillidae,48,0.70,,
8114,Anthus_hodgsoni,Motacillidae,Passeriformes,AVIBASE-25F7AF65,Motacillidae,69,Motacillidae,48,0.70,,
8115,Anthus_roseatus,Motacillidae,Passeriformes,AVIBASE-6137BE25,Motacillidae,69,Motacillidae,48,0.70,,
8116,Anthus_cervinus,Motacillidae,Passeriformes,AVIBASE-319D044A,Motacillidae,69,Motacillidae,48,0.70,,
8117,Anthus_rubescens,Motacillidae,Passeriformes,AVIBASE-8F268682,Motacillidae,69,Motacillidae,48,0.70,,
